INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
083660019,12/31/2008,02:46 AM,2,BURGLARY/BREAKING AND ENTERING,,,,,3739 S 18TH ST
083660032,12/31/2008,07:52 AM,2,ALL OTHER LARCENY,,,,,1651 W EDGERTON AV #S
083660061,12/31/2008,12:10 PM,2,ALL OTHER LARCENY,,,,,2929 S CHASE AV
083660069,12/31/2008,12:44 PM,6,BURGLARY/BREAKING AND ENTERING,,,,,3124 S 51ST ST
083660084,12/31/2008,02:50 PM,6,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,3717 S 85TH ST
083660093,12/31/2008,02:19 PM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2950 S CHASE AV
083660096,12/31/2008,04:20 PM,6,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,4737 S 25TH ST
083660100,12/31/2008,03:44 PM,6,ALL OTHER LARCENY,,,,,4600 S 27TH ST #23
083660108,12/31/2008,02:34 PM,6,BURGLARY/BREAKING AND ENTERING,,,,,5633 W OKLAHOMA AV
083660122,12/31/2008,05:56 PM,6,SIMPLE ASSAULT,,,,,5631 W STACK DR
083660125,12/31/2008,07:42 PM,6,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,3406 W RUSKIN ST
083660129,12/31/2008,07:40 PM,2,ALL OTHER LARCENY,,,,,933 W OKLAHOMA AV
083660130,12/31/2008,08:39 PM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1021 W DAKOTA ST
090010009,12/31/2008,10:48 PM,6,SIMPLE ASSAULT,,,,,3829 W OKLAHOMA AV
083650034,12/30/2008,07:20 AM,6,ALL OTHER LARCENY,,,,,3254 S 84TH ST
083650035,12/30/2008,07:21 AM,6,BURGLARY/BREAKING AND ENTERING,,,,,3001 S 40TH ST
083650036,12/30/2008,07:43 AM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3717 S 17TH ST
083650039,12/30/2008,08:20 AM,2,MOTOR VEHICLE THEFT,,,,,5848 S 13TH ST
083650048,12/30/2008,10:05 AM,6,THEFT FROM MOTOR VEHICLE,,,,,5422 W MIDLAND DR
083650060,12/30/2008,11:24 AM,2,MOTOR VEHICLE THEFT,,,,,6280 S HOWELL AV
083650061,12/30/2008,11:26 AM,2,MOTOR VEHICLE THEFT,,,,,6280 S HOWELL AV
083650062,12/30/2008,11:47 AM,6,THEFT FROM MOTOR VEHICLE,,,,,3208 S 72ND ST
083650077,12/30/2008,02:27 PM,6,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,6301 W MANITOBA ST
083650084,12/30/2008,02:04 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,1425 E OKLAHOMA AV
083650095,12/30/2008,03:20 PM,2,AGGRAVATED ASSAULT,,,,,1240 W MONTANA ST
083650098,12/30/2008,04:12 PM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2950 S CHASE AV
083650110,12/30/2008,05:15 PM,6,SHOPLIFTING,,,,,3545 S 27TH ST
083650115,12/30/2008,05:26 PM,2,SHOPLIFTING,,,,,250 W HOLT AV
083650120,12/30/2008,04:51 PM,6,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3130 S 47TH ST
083650125,12/30/2008,06:47 PM,6,MOTOR VEHICLE THEFT,,,,,5757 S 27TH ST
083650138,12/30/2008,06:48 PM,2,THEFT FROM MOTOR VEHICLE,,,,,4747 S HOWELL AV
083650140,12/30/2008,07:01 PM,2,THEFT FROM MOTOR VEHICLE,,,,,1333 E COLORADO ST
083650148,12/30/2008,07:56 PM,2,THEFT FROM MOTOR VEHICLE,,,,,5105 S HOWELL AV
083650154,12/30/2008,07:44 PM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2969 S 13TH ST
083650183,12/30/2008,11:11 PM,6,THEFT FROM BUILDING,,,,,2536 W WARNIMONT AV #223
083660007,12/30/2008,11:10 PM,6,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,4924 W FOREST HOME AV #2
