INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
103650020,12/31/2010,06:00 PM,,HOMICIDE,,,,,4400 S 27TH ST #104
103650022,12/31/2010,04:17 AM,6,SIMPLE ASSAULT,,,,,838 W MONTANA ST
103650027,12/31/2010,06:50 AM,6,MOTOR VEHICLE THEFT,,,,,3301 S 9TH ST
103650031,12/31/2010,04:45 AM,6,AGGRAVATED ASSAULT,,,,,2396 S KINNICKINNIC AV
103650036,12/31/2010,08:16 AM,6,THEFT FROM MOTOR VEHICLE,,,,,3853 S 43RD ST
103650041,12/31/2010,08:20 AM,6,BURGLARY/BREAKING AND ENTERING,,,,,3439 S QUINCY AV
103650048,12/31/2010,09:29 AM,6,THEFT FROM MOTOR VEHICLE,,,,,3020 S 61ST ST
103650052,12/31/2010,09:23 AM,6,SIMPLE ASSAULT,,,,,3060 W FARDALE AV #4
103650061,12/31/2010,10:51 AM,6,MOTOR VEHICLE THEFT,,,,,4925 W OKLAHOMA AV
103650069,12/31/2010,10:32 AM,6,THEFT FROM MOTOR VEHICLE,,,,,4224 W HOWARD AV #8
103650075,12/31/2010,09:59 AM,6,BURGLARY/BREAKING AND ENTERING,,,,,3275 S 21ST ST
103650079,12/31/2010,10:13 AM,6,BURGLARY/BREAKING AND ENTERING,,,,,3226 S 21ST ST
103650088,12/31/2010,01:23 PM,6,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,110 W HOLT AV
103650089,12/31/2010,01:38 PM,6,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2993 S KINNICKINNIC AV
103650134,12/31/2010,04:37 PM,6,THEFT FROM MOTOR VEHICLE,,,,,4204 W HOWARD AV
103650149,12/31/2010,05:41 PM,6,ALL OTHER LARCENY,,,,,3400 S 92ND ST #4
103630024,12/30/2010,12:36 AM,6,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3208 S 48TH ST
103640025,12/30/2010,07:45 AM,6,SIMPLE ASSAULT,,,,,6930 W EUCLID AV #4
103640026,12/30/2010,07:44 AM,6,THEFT FROM MOTOR VEHICLE,,,,,3456 S 20TH ST
103640033,12/30/2010,08:43 AM,6,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3102 W KINNICKINNIC RIVER PK
103640036,12/30/2010,09:19 AM,6,MOTOR VEHICLE THEFT,,,,,339 E DEER PL
103640071,12/30/2010,12:26 PM,6,SHOPLIFTING,,,,,2960 S CHASE AV
103640087,12/30/2010,02:20 PM,6,SHOPLIFTING,,,,,3860 S HOWELL AV
103640091,12/30/2010,02:48 PM,6,THEFT FROM MOTOR VEHICLE,,,,,3540 S PINE AV
103640093,12/30/2010,03:11 PM,6,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,4601 S 1ST ST
103640109,12/30/2010,04:59 PM,6,THEFT FROM MOTOR VEHICLE,,,,,2210 S WINCHESTER ST
103640111,12/30/2010,05:15 PM,6,THEFT FROM MOTOR VEHICLE,,,,,2210 S WINCHESTER ST
103640136,12/30/2010,06:03 PM,6,BURGLARY/BREAKING AND ENTERING,,,,,1914 W MORGAN AV
103640136,12/30/2010,06:03 PM,6,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,1914 W MORGAN AV
103640166,12/30/2010,10:31 PM,6,MOTOR VEHICLE THEFT,,,,,1716 W LAYTON AV
103640171,12/30/2010,11:14 PM,6,MOTOR VEHICLE THEFT,,,,,3164 S 37TH ST
103630010,12/29/2010,12:17 AM,6,AGGRAVATED ASSAULT,,,,,4207 S 51ST ST #6
103630030,12/29/2010,06:24 AM,6,BURGLARY/BREAKING AND ENTERING,,,,,4177 S 54TH ST
103630031,12/29/2010,07:04 AM,6,MOTOR VEHICLE THEFT,,,,,3541 S HERMAN ST
103630038,12/29/2010,07:15 AM,6,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2853 S 9TH ST
103630050,12/29/2010,09:54 AM,6,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,6161 S 6TH ST
103630052,12/29/2010,09:27 AM,6,BURGLARY/BREAKING AND ENTERING,,,,,3238 S 51ST ST
103630060,12/29/2010,10:01 AM,6,BURGLARY/BREAKING AND ENTERING,,,,,3020 S 48TH ST
103630063,12/29/2010,10:42 AM,6,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,500 W OKLAHOMA AV
103630085,12/29/2010,12:36 PM,6,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,4069 S 60TH ST
103630087,12/29/2010,01:05 PM,6,THEFT FROM MOTOR VEHICLE,,,,,740 E LINUS ST
103630093,12/29/2010,01:48 PM,6,BURGLARY/BREAKING AND ENTERING,,,,,3265 S 37TH ST
103630106,12/29/2010,02:26 PM,6,AGGRAVATED ASSAULT,,,,,2664 S KINNICKINNIC AV
103630106,12/29/2010,02:26 PM,6,SHOPLIFTING,,,,,2664 S KINNICKINNIC AV
103630110,12/29/2010,03:01 PM,6,THEFT FROM MOTOR VEHICLE,,,,,2904 W HOWARD AV
