INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
133650008,12/31/2013,01:38 AM,5,ROBBERY,,,,,3600 N 15TH ST
133650037,12/31/2013,10:30 AM,5,PURSE SNATCHING,,,,,800 E MEINECKE AV
133650048,12/31/2013,10:15 AM,5,MOTOR VEHICLE THEFT,,,,,3840 N 19TH ST
133650049,12/31/2013,01:12 PM,5,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,1872 N COMMERCE ST
133650061,12/31/2013,02:15 PM,5,THEFT FROM MOTOR VEHICLE,,,,,2373 N 4TH ST
133650062,12/31/2013,02:26 PM,5,MOTOR VEHICLE THEFT,,,,,1110 W FIEBRANTZ AV
133650069,12/31/2013,03:29 PM,5,AGGRAVATED ASSAULT,,,,,600 W ATKINSON AV
133650077,12/31/2013,04:55 PM,5,THEFT FROM BUILDING,,,,,3069 N 24TH PL
133650081,12/31/2013,04:59 PM,5,SIMPLE ASSAULT,,,,,3069 N 24TH PL
133650082,12/31/2013,04:50 PM,5,INTIMIDATION,,,,,1100 E GARFIELD AV
133650084,12/31/2013,04:52 PM,5,ROBBERY,,,,,2458 W CAPITOL DR
133650096,12/31/2013,07:20 PM,5,SIMPLE ASSAULT,,,,,2801 W ATKINSON AV #304
133650098,12/31/2013,07:41 PM,5,SIMPLE ASSAULT,,,,,4182-A N 21ST ST
133650100,12/31/2013,08:44 PM,5,ALL OTHER LARCENY,,,,,1728 W ATKINSON AV
133650102,12/31/2013,08:23 PM,5,SIMPLE ASSAULT,,,,,2515 N 2ND ST #8
133650104,12/31/2013,08:14 PM,5,ROBBERY,,,,,1638 N 7TH ST
133640044,12/30/2013,09:44 AM,5,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,4206 N GREEN BAY AV
133640057,12/30/2013,10:40 AM,5,BURGLARY/BREAKING AND ENTERING,,,,,3240 N 29TH ST
133640063,12/30/2013,12:27 PM,5,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,633 W CAPITOL DR
133640069,12/30/2013,01:35 PM,5,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,4006 N 19TH PL
133640076,12/30/2013,02:08 PM,5,THEFT FROM BUILDING,,,,,3330 N 13TH ST
133640079,12/30/2013,01:21 PM,5,MOTOR VEHICLE THEFT,,,,,3154 N 21ST ST
133640084,12/30/2013,03:13 PM,5,THEFT FROM MOTOR VEHICLE,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,2319 W ROOSEVELT DR
133640110,12/30/2013,06:35 PM,5,MOTOR VEHICLE THEFT,,,,,1500 W CORNELL ST
133630026,12/29/2013,05:08 AM,5,SIMPLE ASSAULT,,,,,2873 N 27TH ST
133630028,12/29/2013,05:36 AM,5,SIMPLE ASSAULT,,,,,2344 W HOPKINS ST #3
133630036,12/29/2013,09:08 AM,5,ROBBERY,,,,,370 E CAPITOL DR
133630048,12/29/2013,11:02 AM,5,AGGRAVATED ASSAULT,,,,,2873 N 27TH ST
133630058,12/29/2013,12:59 PM,5,MOTOR VEHICLE THEFT,,,,,336 W HADLEY ST
133630062,12/29/2013,01:28 PM,5,MOTOR VEHICLE THEFT,,,,,4101 N 12TH ST
133630064,12/29/2013,01:08 PM,5,BURGLARY/BREAKING AND ENTERING,,,,,4310 N 15TH ST
133630068,12/29/2013,02:51 PM,5,AGGRAVATED ASSAULT,,,,,2222 W CAPITOL DR
133630069,12/29/2013,03:41 PM,5,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,3272 N HOLTON ST
133630074,12/29/2013,04:07 PM,5,SIMPLE ASSAULT,ALL OTHER OFFENSES,,,,3039 N 10TH LA
133630078,12/29/2013,04:26 PM,5,BURGLARY/BREAKING AND ENTERING,,,,,2478 W KEEFE AV
133630080,12/29/2013,04:35 PM,5,SIMPLE ASSAULT,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,2815-A N 28TH ST
