INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
153650017,12/31/2015,05:35 AM,4,SIMPLE ASSAULT,,,,,3706 W GREEN TREE RD
153650018,12/31/2015,07:55 AM,4,THEFT FROM MOTOR VEHICLE,,,,,9666 W BRADLEY RD
153650024,12/31/2015,09:57 AM,4,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,7216 W MARINE DR
153650030,12/31/2015,10:31 AM,4,MOTOR VEHICLE THEFT,,,,,8455 N 103RD ST
153650039,12/31/2015,09:54 AM,4,MOTOR VEHICLE THEFT,,,,,7703 N MARINERS ST
153650052,12/31/2015,01:34 PM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,6815 N 60TH ST
153650059,12/31/2015,02:05 PM,4,ALL OTHER LARCENY,,,,,11110 W GREEN TREE RD
153650079,12/31/2015,04:03 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,11513 W BROWN DEER RD #107
153650080,12/31/2015,05:14 PM,4,SIMPLE ASSAULT,,,,,8100 W GLEN AV #4
153650089,12/31/2015,06:55 PM,4,AGGRAVATED ASSAULT,,,,,5130 W SILVER SPRING DR
153650092,12/31/2015,08:44 PM,4,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,9510 W FOND DU LAC AV
153650093,12/31/2015,08:02 PM,4,ROBBERY,,,,,3432 W VILLARD AV
153650106,12/31/2015,09:14 PM,4,MOTOR VEHICLE THEFT,,,,,6098 N 35TH ST
160010001,12/31/2015,11:29 PM,4,THEFT FROM MOTOR VEHICLE,,,,,7869 N 60TH ST #E
160010003,12/31/2015,11:40 PM,4,SIMPLE ASSAULT,,,,,10541 W CALUMET RD
160010010,12/31/2015,10:25 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,6720 W SILVER SPRING DR
153640006,12/30/2015,12:36 AM,4,AGGRAVATED ASSAULT,,,,,5700 N SHERMAN BL
153640015,12/30/2015,03:24 AM,4,AGGRAVATED ASSAULT,,,,,5349 N 35TH ST
153640019,12/30/2015,06:11 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,7021 W FLORIST AV #LWR
153640027,12/30/2015,08:25 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,6916 N TEUTONIA AV
153640034,12/30/2015,10:03 AM,4,SIMPLE ASSAULT,,,,,7131 W SILVER SPRING DR #1
153640043,12/30/2015,10:38 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,5862 N 38TH ST
153640045,12/30/2015,11:37 AM,4,MOTOR VEHICLE THEFT,,,,,6010 W SILVER SPRING DR
153640055,12/30/2015,12:49 PM,4,SHOPLIFTING,,,,,7401 W GOOD HOPE RD
153640056,12/30/2015,02:15 PM,4,THEFT FROM MOTOR VEHICLE,,,,,6205 N TEUTONIA AV
153640072,12/30/2015,04:11 PM,4,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,5570 N LONG ISLAND DR
153640107,12/30/2015,07:41 PM,4,ROBBERY,,,,,10855 W PARK PL #STE12
153640112,12/30/2015,07:35 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,11811 W FLORIST AV
153640132,12/30/2015,08:22 PM,4,MOTOR VEHICLE THEFT,,,,,9814 W GREEN TREE RD
153630012,12/29/2015,12:42 AM,4,INTIMIDATION,,,,,5620 N 27TH ST
153630043,12/29/2015,11:41 AM,4,THEFT FROM MOTOR VEHICLE,,,,,11414 W PARK PL
153630048,12/29/2015,12:06 PM,4,THEFT FROM MOTOR VEHICLE,,,,,11734 W PARK PL
153630050,12/29/2015,10:07 AM,4,THEFT FROM MOTOR VEHICLE,,,,,7225 W MARCIA RD
153630061,12/29/2015,09:14 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,7100 N 60TH ST
153630087,12/29/2015,03:39 PM,4,SIMPLE ASSAULT,,,,,11513 W BROWN DEER RD #107
153630099,12/29/2015,05:48 PM,4,MOTOR VEHICLE THEFT,,,,,7139 W THURSTON AV
153630101,12/29/2015,04:48 PM,4,MOTOR VEHICLE THEFT,,,,,7801 W SHERIDAN AV
153630105,12/29/2015,05:57 PM,4,ROBBERY,,,,,6767 N INDUSTRIAL RD
153630107,12/29/2015,04:13 PM,4,MOTOR VEHICLE THEFT,,,,,6100 W VILLARD AV
153630115,12/29/2015,04:48 PM,4,THEFT FROM BUILDING,,,,,7801-C W SHERIDAN AV
153630117,12/29/2015,04:16 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,6815 N 60TH ST #103
153630125,12/29/2015,07:47 PM,4,SHOPLIFTING,,,,,10400 W SILVER SPRING DR
153630129,12/29/2015,08:37 PM,4,MOTOR VEHICLE THEFT,,,,,5662 N 35TH ST
153630136,12/29/2015,09:14 PM,4,ALL OTHER LARCENY,,,,,5730 N 94TH ST
153630151,12/29/2015,10:00 PM,4,ROBBERY,,,,,4702 W VILLARD AV
153640001,12/29/2015,11:41 PM,4,AGGRAVATED ASSAULT,,,,,9163 N JADAM LA #204
153620010,12/28/2015,12:45 AM,4,INTIMIDATION,,,,,4714 W MILL RD
153620023,12/28/2015,01:41 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,5730 N LOVERS LANE RD
153620032,12/28/2015,05:40 AM,4,THEFT FROM MOTOR VEHICLE,,,,,6953 W GLENBROOK RD
153620039,12/28/2015,05:57 AM,4,SIMPLE ASSAULT,,,,,9217 N 75TH ST #315
153620046,12/28/2015,08:20 AM,4,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,8601 N 91ST ST
153620075,12/28/2015,12:29 PM,4,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,6221 W CARMEN AV
153620076,12/28/2015,12:31 PM,4,MOTOR VEHICLE THEFT,,,,,9808 W THURSTON AV
153620095,12/28/2015,03:11 PM,4,MOTOR VEHICLE THEFT,,,,,2219 W SILVER SPRING DR
153620096,12/28/2015,02:12 PM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,8780 W BROWN DEER RD
153620107,12/28/2015,05:35 PM,4,SIMPLE ASSAULT,,,,,5477 N HOPKINS ST #206
153620108,12/28/2015,05:44 PM,4,MOTOR VEHICLE THEFT,,,,,9402 W BECKETT AV
153620141,12/28/2015,10:15 PM,6,FORCIBLE RAPE,,,,,
153620142,12/28/2015,08:14 PM,4,AGGRAVATED ASSAULT,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,7405 W MARINE DR
153620144,12/28/2015,08:29 PM,4,SIMPLE ASSAULT,,,,,5763 N 94TH ST #4
160070210,12/28/2015,06:32 PM,4,ALL OTHER LARCENY,,,,,5328 N 48TH ST
153610028,12/27/2015,04:02 AM,4,ROBBERY,,,,,4225 W REICHERT PL
153610049,12/27/2015,09:10 AM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,10425 W GOODRICH AV
153610055,12/27/2015,08:55 AM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,10201 W BRADLEY RD
153610055,12/27/2015,08:55 AM,4,THEFT FROM MOTOR VEHICLE,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,10201 W BRADLEY RD
153610055,12/27/2015,08:55 AM,4,THEFT FROM MOTOR VEHICLE,,,,,10201 W BRADLEY RD
153610058,12/27/2015,08:02 AM,4,SIMPLE ASSAULT,,,,,5463 N 91ST ST #3
153610075,12/27/2015,11:20 AM,4,THEFT FROM MOTOR VEHICLE,,,,,6612 N 90TH ST
153610091,12/27/2015,12:42 PM,4,ROBBERY,,,,,7901 W GLENBROOK RD
153610110,12/27/2015,02:32 PM,4,THEFT FROM BUILDING,,,,,7100 W FLORIST AV
153610120,12/27/2015,03:59 PM,4,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,5710 N 95TH ST
153610135,12/27/2015,03:52 PM,4,THEFT FROM MOTOR VEHICLE,,,,,8201 W DENVER AV
153610162,12/27/2015,06:41 PM,4,SIMPLE ASSAULT,,,,,7661 N 78TH ST #8
153610201,12/27/2015,11:19 PM,4,MOTOR VEHICLE THEFT,,,,,5520 N 38TH ST
153610206,12/27/2015,12:21 AM,4,ROBBERY,,,,,5883 N 84TH ST
153610207,12/27/2015,11:55 PM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,11139 W LANGLADE ST
153620021,12/27/2015,11:59 PM,4,AGGRAVATED ASSAULT,,,,,5200 N SHERMAN BL
153600007,12/26/2015,03:26 PM,4,ROBBERY,,,,,5903 N 60TH ST
153600010,12/26/2015,02:01 AM,4,THEFT FROM BUILDING,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,8559 N GRANVILLE RD #109
153600022,12/26/2015,12:17 AM,4,ALL OTHER LARCENY,,,,,10330 W SILVER SPRING DR
153600058,12/26/2015,11:15 AM,4,MOTOR VEHICLE THEFT,,,,,8427 N 106TH ST
153600087,12/26/2015,02:23 PM,4,SIMPLE ASSAULT,,,,,6329 N 84TH ST #10
153600094,12/26/2015,04:18 PM,4,ROBBERY,,,,,5739 W SILVER SPRING DR
153600096,12/26/2015,03:10 PM,4,THEFT FROM MOTOR VEHICLE,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,11500 W BROWN DEER RD
153600096,12/26/2015,03:10 PM,4,THEFT FROM MOTOR VEHICLE,,,,,11500 W BROWN DEER RD
153600110,12/26/2015,06:06 PM,4,THEFT FROM MOTOR VEHICLE,,,,,7335 W GOOD HOPE RD
153600113,12/26/2015,03:20 PM,4,MOTOR VEHICLE THEFT,,,,,5500 N 20TH ST
153600116,12/26/2015,05:30 PM,4,ROBBERY,,,,,5467 N 35TH ST
153600125,12/26/2015,04:59 PM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,5402 N 41ST ST
153590009,12/25/2015,12:39 AM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,5730 N 95TH ST #C
153590019,12/25/2015,01:39 AM,4,AGGRAVATED ASSAULT,TRESPASSING,DISORDERLY CONDUCT,,,5402 N 68TH ST
153590032,12/25/2015,03:51 AM,4,ROBBERY,,,,,3335 W THURSTON AV
