INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
093650042,12/31/2009,10:23 AM,1,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2775 N CRAMER ST
093650045,12/31/2009,08:53 AM,1,BURGLARY/BREAKING AND ENTERING,,,,,3021 N MARYLAND AV
093650063,12/31/2009,12:29 PM,1,THEFT FROM MOTOR VEHICLE,,,,,1000 N WATER ST
093650064,12/31/2009,12:29 PM,1,THEFT FROM MOTOR VEHICLE,,,,,1000 N WATER ST
093650072,12/31/2009,01:41 PM,1,ALL OTHER LARCENY,,,,,1225 N WATER ST
093650073,12/31/2009,01:48 PM,1,ALL OTHER LARCENY,,,,,2416 E WEBSTER PL
093650081,12/31/2009,10:59 AM,1,BURGLARY/BREAKING AND ENTERING,,,,,3046 N MURRAY AV
093650087,12/31/2009,04:12 PM,1,MOTOR VEHICLE THEFT,,,,,930 E WISCONSIN AV
093650104,12/31/2009,07:15 PM,1,SIMPLE ASSAULT,DISORDERLY CONDUCT,,,,275 W WISCONSIN AV
093650104,12/31/2009,07:15 PM,1,SIMPLE ASSAULT,,,,,275 W WISCONSIN AV
093650111,12/31/2009,07:57 PM,1,ALL OTHER LARCENY,,,,,240 E PITTSBURGH AV
093650129,12/31/2009,10:02 PM,1,BURGLARY/BREAKING AND ENTERING,ROBBERY,,,,2401 N OAKLAND AV
093650131,12/31/2009,10:36 PM,1,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1230 N OLD WORLD THIRD ST
093640033,12/30/2009,05:22 AM,1,ALL OTHER LARCENY,,,,,125 E WELLS ST #202
093640055,12/30/2009,10:38 AM,1,THEFT FROM MOTOR VEHICLE,,,,,900 W STATE ST
093640056,12/30/2009,10:54 AM,1,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,141 N WATER ST
093640081,12/30/2009,01:54 PM,1,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,300 W PITTSBURGH AV
093640083,12/30/2009,02:12 PM,1,THEFT FROM MOTOR VEHICLE,,,,,1200 N VAN BUREN ST
093640133,12/30/2009,07:33 PM,1,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2323 N LAKE DR
093640151,12/30/2009,09:45 PM,1,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1579 N FARWELL AV #205
093650002,12/30/2009,10:04 PM,1,BURGLARY/BREAKING AND ENTERING,,,,,3411 N HACKETT AV
093630019,12/29/2009,09:11 AM,1,THEFT FROM MOTOR VEHICLE,,,,,500 W MC KINLEY AV
093630024,12/29/2009,10:11 AM,1,ALL OTHER LARCENY,,,,,2856 N OAKLAND AV
093630050,12/29/2009,11:58 AM,1,THEFT FROM MOTOR VEHICLE,,,,,326 N WATER ST
093630060,12/29/2009,12:52 PM,1,MOTOR VEHICLE THEFT,,,,,3000 N FREDERICK AV
093630076,12/29/2009,02:42 PM,1,THEFT FROM MOTOR VEHICLE,,,,,163 N MILWAUKEE ST
093630147,12/29/2009,05:08 PM,1,ALL OTHER LARCENY,,,,,275 W WISCONSIN AV
