INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
163660007,12/31/2016,12:46 AM,7,THEFT FROM MOTOR VEHICLE,,,,,2765 N 70TH ST
163660014,12/31/2016,02:03 AM,7,AGGRAVATED ASSAULT,,,,,4200 W BURLEIGH ST
163660015,12/31/2016,02:03 AM,7,SIMPLE ASSAULT,,,,,3105 N 42ND ST
163660021,12/31/2016,04:12 AM,7,SIMPLE ASSAULT,,,,,3410 N 38TH ST
163660027,12/31/2016,04:03 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,6210 W LISBON AV #3
163660044,12/31/2016,10:30 AM,7,AGGRAVATED ASSAULT,,,,,4738 N 20TH ST
163660053,12/31/2016,12:19 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,3506 W HAMPTON AV #LWR
163660056,12/31/2016,10:55 AM,7,MOTOR VEHICLE THEFT,,,,,3356 N 47TH ST
163660059,12/31/2016,03:05 PM,7,ROBBERY,,,,,5170 N 76TH ST
163660060,12/31/2016,03:05 PM,7,ROBBERY,,,,,5124 N 68TH ST
163660063,12/31/2016,03:15 PM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1400 W HAMPTON AV
163660080,12/31/2016,09:56 AM,7,THEFT FROM BUILDING,,,,,4750 N 35TH ST
163660081,12/31/2016,05:31 PM,7,AGGRAVATED ASSAULT,,,,,6700 W FOND DU LAC AV
163660082,12/31/2016,03:31 PM,7,ROBBERY,DISORDERLY CONDUCT,,,,7361 W BECKETT AV #1
163660094,12/31/2016,06:43 PM,7,SIMPLE ASSAULT,,,,,3229 N 52ND ST
163660096,12/31/2016,04:32 PM,7,SEXUAL ASSAULT WITH AN OBJECT,,,,,
163660104,12/31/2016,08:14 PM,7,ROBBERY,,,,,8562 W GRANTOSA DR
163660112,12/31/2016,10:39 PM,7,SIMPLE ASSAULT,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,4716 N 85TH CT #LWR
170010010,12/31/2016,11:52 PM,7,SIMPLE ASSAULT,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,9039 W VILLARD AV #3
163650025,12/30/2016,05:10 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,4610 W FOND DU LAC AV
163650028,12/30/2016,07:07 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,3008 N 80TH ST
163650029,12/30/2016,07:17 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,8231 W LORRAINE PL
163650031,12/30/2016,07:55 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,2872 N 82ND ST
163650033,12/30/2016,08:45 AM,7,MOTOR VEHICLE THEFT,,,,,4610 W FOND DU LAC AV
163650036,12/30/2016,09:30 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,9235 W CAPITOL DR
163650037,12/30/2016,09:03 AM,7,STATUTORY RAPE,,,,,
163650038,12/30/2016,09:03 AM,7,STATUTORY RAPE,,,,,
163650045,12/30/2016,11:04 AM,7,AGGRAVATED ASSAULT,,,,,4522 W HAMPTON AV
163650045,12/30/2016,11:04 AM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,4522 W HAMPTON AV
163650052,12/30/2016,01:16 PM,7,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,7222 W BURLEIGH ST
163650061,12/30/2016,01:11 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,3349 N 41ST ST
163650062,12/30/2016,01:13 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,4613 W CONGRESS ST
163650066,12/30/2016,03:00 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,2957 N 60TH ST
163650088,12/30/2016,04:23 PM,7,AGGRAVATED ASSAULT,,,,,3604 N 39TH ST
163650092,12/30/2016,04:40 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,3257 N 80TH ST
163650100,12/30/2016,06:31 PM,7,MOTOR VEHICLE THEFT,,,,,6654 W CONSTANCE AV
