INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
103650009,12/31/2010,12:35 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,3955-A N 86TH ST
103650013,12/31/2010,02:28 AM,7,AGGRAVATED ASSAULT,,,,,7607 W HAMPTON AV
103650024,12/31/2010,05:14 AM,7,THEFT FROM MOTOR VEHICLE,,,,,6414 W CHAMBERS ST
103650025,12/31/2010,05:12 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,5173 N 28TH ST
103650044,12/31/2010,09:10 AM,7,THEFT FROM MOTOR VEHICLE,,,,,6301 W GIRARD AV
103650045,12/31/2010,08:45 AM,7,THEFT FROM MOTOR VEHICLE,,,,,6639 W MOLTKE AV
103650046,12/31/2010,08:45 AM,7,THEFT FROM MOTOR VEHICLE,,,,,6653 W MOLTKE AV
103650047,12/31/2010,08:45 AM,7,THEFT FROM MOTOR VEHICLE,,,,,6646 W CHAMBERS ST
103650058,12/31/2010,10:17 AM,7,MOTOR VEHICLE THEFT,,,,,2718 N 58TH ST
103650060,12/31/2010,10:00 AM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,4212 W HAMPTON AV
103650063,12/31/2010,11:10 AM,7,ALL OTHER LARCENY,,,,,5825 W HOPE AV
103650076,12/31/2010,11:32 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,4500 W BURLEIGH ST
103650082,12/31/2010,01:00 PM,7,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,5061 N 61ST ST
103650095,12/31/2010,12:05 PM,7,ROBBERY,,,,,6001 W CAPITOL DR
103650100,12/31/2010,12:01 PM,7,ROBBERY,,,,,6600 W FIEBRANTZ AV
103650101,12/31/2010,12:39 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,7130 W CONGRESS ST
103650105,12/31/2010,03:00 PM,7,ALL OTHER LARCENY,,,,,5730 W CAPITOL DR
103650108,12/31/2010,04:16 PM,7,ALL OTHER LARCENY,,,,,7616 W HAMPTON AV
103650109,12/31/2010,04:21 PM,7,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,3454 N 77TH ST
103650112,12/31/2010,03:42 PM,7,SIMPLE ASSAULT,,,,,7589 W FAIRMOUNT AV
103650117,12/31/2010,04:45 PM,7,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,4400 N 85TH ST
103650123,12/31/2010,01:04 PM,7,AGGRAVATED ASSAULT,,,,,4680 N 52ND ST
103650135,12/31/2010,05:15 PM,7,ROBBERY,,,,,2903 N 49TH ST
103650139,12/31/2010,06:19 PM,7,ROBBERY,,,,,4835 W CAPITOL DR
103650152,12/31/2010,06:48 PM,7,ROBBERY,,,,,4224 N SHERMAN BL
103650163,12/31/2010,09:45 PM,7,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,7919 W HAMPTON AV
110010002,12/31/2010,11:33 PM,7,AGGRAVATED ASSAULT,,,,,5739 W FOND DU LAC AV
110010044,12/31/2010,10:42 PM,7,FORCIBLE RAPE,KIDNAPING,,,,
110130019,12/31/2010,06:12 AM,7,THEFT FROM MOTOR VEHICLE,,,,,6629 W BURLEIGH ST
103640009,12/30/2010,01:57 AM,7,THEFT FROM MOTOR VEHICLE,,,,,3351 N 50TH ST
103640010,12/30/2010,02:21 AM,7,SIMPLE ASSAULT,,,,,5104 N 47TH ST
103640012,12/30/2010,01:05 AM,7,ROBBERY,,,,,3200 W CENTER ST
103640014,12/30/2010,03:15 AM,7,SIMPLE ASSAULT,,,,,6222 W FOND DU LAC AV #62
103640017,12/30/2010,03:47 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,4163 N 76TH ST
103640020,12/30/2010,06:13 AM,7,ROBBERY,,,,,5501 W PARKWAY DR
103640021,12/30/2010,06:24 AM,7,MOTOR VEHICLE THEFT,,,,,6780 W APPLETON AV #2
103640022,12/30/2010,06:39 AM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2773 N 40TH ST
