INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
133650009,12/31/2013,01:56 AM,2,SIMPLE ASSAULT,,,,,1561 W MITCHELL ST
133650018,12/31/2013,06:42 AM,2,SIMPLE ASSAULT,,,,,2534-A S 13TH ST
133650024,12/31/2013,08:48 AM,2,MOTOR VEHICLE THEFT,,,,,791 W HISTORIC MITCHELL ST
133650027,12/31/2013,09:26 AM,2,THEFT FROM MOTOR VEHICLE,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,2319 W ROGERS ST
133650036,12/31/2013,11:12 AM,2,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,1804 W GRANT ST
133650045,12/31/2013,12:36 PM,2,THEFT FROM MOTOR VEHICLE,,,,,524 S LAYTON BL
133650093,12/31/2013,07:30 PM,2,THEFT FROM MOTOR VEHICLE,,,,,524 S LAYTON BL
133650097,12/31/2013,08:02 PM,2,THEFT FROM MOTOR VEHICLE,,,,,524 S LAYTON BL
133650106,12/31/2013,08:23 PM,2,AGGRAVATED ASSAULT,,,,,2723 W LINCOLN AV
133650112,12/31/2013,10:30 PM,2,AGGRAVATED ASSAULT,,,,,1633 S 25TH ST
133650114,12/31/2013,11:15 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,824 S 23RD ST
133640005,12/30/2013,12:29 AM,2,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,1839 W BECHER ST
133640015,12/30/2013,12:55 AM,2,AGGRAVATED ASSAULT,,,,,1225-A S 20TH ST
133640030,12/30/2013,07:59 AM,2,MOTOR VEHICLE THEFT,,,,,1221 W WASHINGTON ST
133640066,12/30/2013,11:00 AM,2,BURGLARY/BREAKING AND ENTERING,,,,,611 W NATIONAL AV #209B
133640067,12/30/2013,12:58 PM,2,SIMPLE ASSAULT,,,,,1017 S 20TH ST
133640077,12/30/2013,03:15 PM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1628 W WASHINGTON ST
133640080,12/30/2013,02:45 PM,2,MOTOR VEHICLE THEFT,,,,,3445 W LINCOLN AV
133640082,12/30/2013,01:53 PM,2,SIMPLE ASSAULT,,,,,2058-A S 8TH ST
133640085,12/30/2013,03:16 PM,2,SIMPLE ASSAULT,,,,,1724 W MINERAL ST
133640086,12/30/2013,01:44 PM,2,ROBBERY,,,,,1726 S 11TH ST
133640093,12/30/2013,02:41 PM,2,SHOPLIFTING,,,,,2625 W NATIONAL AV
133640094,12/30/2013,03:12 PM,2,SIMPLE ASSAULT,,,,,2444 S 13TH ST
133640095,12/30/2013,05:07 PM,2,MOTOR VEHICLE THEFT,,,,,3705 W ORCHARD ST
133640104,12/30/2013,06:03 PM,2,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2600 S 9TH ST
133640137,12/30/2013,09:31 PM,2,ROBBERY,,,,,1600 W BECHER ST
133640145,12/30/2013,11:12 PM,2,AGGRAVATED ASSAULT,,,,,2663 S 8TH ST
133630012,12/29/2013,01:55 AM,2,MOTOR VEHICLE THEFT,,,,,1015 S 14TH ST
133630034,12/29/2013,08:02 AM,2,BURGLARY/BREAKING AND ENTERING,,,,,1614 W NATIONAL AV
133630053,12/29/2013,10:02 AM,2,AGGRAVATED ASSAULT,,,,,1554 S 15TH ST
133630057,12/29/2013,12:36 PM,2,SIMPLE ASSAULT,,,,,2538-A S 6TH ST
133630071,12/29/2013,03:57 PM,2,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,3605 W ROGERS ST
133630073,12/29/2013,04:01 PM,2,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,1217 S 25TH ST
133630075,12/29/2013,04:34 PM,2,MOTOR VEHICLE THEFT,,,,,2058 S 12TH ST
133630082,12/29/2013,04:24 PM,2,FORCIBLE FONDLING,,,,,
133630090,12/29/2013,06:10 PM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2166 S 32ND ST
133630091,12/29/2013,06:21 PM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2166 S 32ND ST
133630117,12/29/2013,08:05 PM,2,INTIMIDATION,,,,,2223 S 28TH ST
133630132,12/29/2013,10:51 PM,2,SIMPLE ASSAULT,,,,,921 W LAPHAM BL #2
133640002,12/29/2013,11:27 PM,2,INTIMIDATION,,,,,2772 S 16TH ST
133640008,12/29/2013,11:50 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,2480 S 8TH ST
133650025,12/29/2013,01:31 PM,2,THEFT FROM BUILDING,,,,,2204 S 7TH ST
133620026,12/28/2013,03:23 AM,2,AGGRAVATED ASSAULT,,,,,3412 W NATIONAL AV
133620049,12/28/2013,11:42 AM,2,THEFT FROM MOTOR VEHICLE,,,,,1620 S 12TH ST
133620058,12/28/2013,01:56 PM,2,MOTOR VEHICLE THEFT,,,,,1720 S 29TH ST
