INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
063650015,12/31/2006,01:42 AM,1,ALL OTHER LARCENY,,,,,424 E WISCONSIN AV
063650066,12/31/2006,09:49 AM,1,ALL OTHER LARCENY,,,,,1114 N WATER ST
063650088,12/31/2006,11:05 AM,1,SHOPLIFTING,,,,,275 W WISCONSIN AV
063650092,12/31/2006,12:04 PM,5,THEFT FROM MOTOR VEHICLE,,,,,2200 E PARK PL
063650106,12/31/2006,01:52 PM,5,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1100 E LYON ST
063650108,12/31/2006,01:34 PM,5,THEFT FROM MOTOR VEHICLE,,,,,2611 N STOWELL AV
063650111,12/31/2006,01:20 PM,5,THEFT FROM MOTOR VEHICLE,,,,,1508 N CASS ST
063650114,12/31/2006,01:25 PM,5,SIMPLE ASSAULT,,,,,3321 N SHEPARD AV
063650115,12/31/2006,02:37 PM,5,THEFT FROM MOTOR VEHICLE,,,,,1100 E LYON ST
063650134,12/31/2006,04:08 PM,5,THEFT FROM MOTOR VEHICLE,,,,,1579 N FARWELL AV
063650137,12/31/2006,04:18 PM,5,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2968 N PROSPECT AV
063650139,12/31/2006,04:07 PM,5,THEFT FROM MOTOR VEHICLE,,,,,1304 E HAMILTON ST
063650148,12/31/2006,05:40 PM,1,THEFT FROM MOTOR VEHICLE,,,,,711 W WISCONSIN AV
063650166,12/31/2006,07:41 PM,5,THEFT FROM MOTOR VEHICLE,,,,,2423 E BELLEVIEW PL
063650170,12/31/2006,08:08 PM,1,THEFT FROM MOTOR VEHICLE,,,,,100 E STATE ST
063650173,12/31/2006,07:57 PM,1,THEFT FROM MOTOR VEHICLE,,,,,913 E JUNEAU AV
063650174,12/31/2006,08:47 PM,1,THEFT FROM MOTOR VEHICLE,,,,,110 E STATE ST
063650178,12/31/2006,09:10 PM,5,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,1202 E KANE PL
