INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
063650007,12/31/2006,12:28 AM,4,AGGRAVATED ASSAULT,,,,,5921 N LOVERS LANE RD #APT10
063650021,12/31/2006,02:29 AM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,10031 W JUNIPER ST
063650024,12/31/2006,02:29 AM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,10031 W JUNIPER ST
063650033,12/31/2006,01:29 AM,4,SHOPLIFTING,,,,,7830 W GOOD HOPE RD
063650037,12/31/2006,03:50 AM,4,SIMPLE ASSAULT,,,,,6485 N 42ND ST
063650044,12/31/2006,05:47 AM,4,MOTOR VEHICLE THEFT,,,,,5766 N 71ST ST
063650048,12/31/2006,05:47 AM,4,MOTOR VEHICLE THEFT,,,,,6406 N 87TH ST
063650050,12/31/2006,03:50 AM,4,SIMPLE ASSAULT,,,,,6485 N 42ND ST
063650064,12/31/2006,09:46 AM,4,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,9666 W BRADLEY RD
063650067,12/31/2006,08:55 AM,4,MOTOR VEHICLE THEFT,,,,,4006 W GOOD HOPE RD
063650085,12/31/2006,11:13 AM,4,THEFT FROM MOTOR VEHICLE,,,,,9200 W SILVER SPRING DR
063650086,12/31/2006,10:51 AM,4,MOTOR VEHICLE THEFT,,,,,7065 W ACACIA ST
063650087,12/31/2006,11:37 AM,4,MOTOR VEHICLE THEFT,,,,,5153 N 91ST ST
063650094,12/31/2006,12:23 PM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,5672 N 34TH ST
063650098,12/31/2006,12:21 PM,4,SIMPLE ASSAULT,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,8503 N 107TH ST
063650107,12/31/2006,01:40 PM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,4224 W BOEHLKE AV
063650117,12/31/2006,02:24 PM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,5506 N 37TH ST
063650123,12/31/2006,03:27 PM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,9415 W BRADLEY RD
063650135,12/31/2006,04:11 PM,4,MOTOR VEHICLE THEFT,,,,,5425 N 39TH ST
063650155,12/31/2006,06:18 PM,4,ALL OTHER LARCENY,,,,,11131 W HAMPTON AV
063650159,12/31/2006,06:33 PM,4,MOTOR VEHICLE THEFT,,,,,3604 W KAUL AV
063650175,12/31/2006,07:34 PM,4,AGGRAVATED ASSAULT,,,,,7915 N 64TH CT
063650175,12/31/2006,07:34 PM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,DISORDERLY CONDUCT,,,,7915 N 64TH CT
063650180,12/31/2006,08:59 PM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,5928 N 76TH ST
070010011,12/31/2006,11:44 PM,4,MOTOR VEHICLE THEFT,,,,,2832 W CARMEN AV
063640038,12/30/2006,03:42 AM,4,SIMPLE ASSAULT,,,,,5662 N 97TH ST
063640041,12/30/2006,09:05 AM,4,ROBBERY,,,,,3510 W VILLARD AV
063640056,12/30/2006,05:00 AM,4,FORCIBLE RAPE,,,,,
063640058,12/30/2006,07:53 AM,4,THEFT FROM MOTOR VEHICLE,,,,,5408 N 56TH ST
063640065,12/30/2006,06:12 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,9236 W SHERIDAN AV #1
063640071,12/30/2006,06:41 AM,4,ROBBERY,,,,,9630 W BEATRICE ST
063640083,12/30/2006,06:28 AM,4,MOTOR VEHICLE THEFT,,,,,5701 W GOOD HOPE RD
063640112,12/30/2006,11:59 AM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,5537 N HOPKINS ST
063640113,12/30/2006,12:38 PM,4,SIMPLE ASSAULT,,,,,8733 W MILL RD #5
063640133,12/30/2006,01:52 PM,4,SHOPLIFTING,,,,,5881 N 91ST ST
063640156,12/30/2006,03:53 PM,4,SIMPLE ASSAULT,,,,,8955 N 96TH ST #6
063640169,12/30/2006,04:07 PM,4,AGGRAVATED ASSAULT,,,,,8139 W BENDER AV #4
063640169,12/30/2006,04:07 PM,4,SIMPLE ASSAULT,,,,,8139 W BENDER AV #4
063640175,12/30/2006,04:33 PM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,7047 N 43RD ST #2
063640189,12/30/2006,04:07 PM,4,AGGRAVATED ASSAULT,,,,,5344 N 38TH ST
063640203,12/30/2006,07:39 PM,4,ROBBERY,BURGLARY/BREAKING AND ENTERING,,,,5662 N 65TH ST
063640217,12/30/2006,10:02 PM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,5957 N 36TH ST
063640225,12/30/2006,10:34 PM,4,SIMPLE ASSAULT,,,,,9403 W SHERIDAN AV
063640226,12/30/2006,10:38 PM,4,SIMPLE ASSAULT,,,,,6459 W BIRCH AV
063630012,12/29/2006,12:03 AM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,DISORDERLY CONDUCT,,,,5230 N 91ST ST
063630019,12/29/2006,01:48 AM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3030 W VILLARD AV
063630061,12/29/2006,10:05 AM,4,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,5346 N 52ND ST
063630079,12/29/2006,12:04 PM,4,MOTOR VEHICLE THEFT,,,,,8976 N MICHELE ST
063630080,12/29/2006,11:59 AM,4,ALL OTHER LARCENY,,,,,9014 W APPLETON AV
063630086,12/29/2006,12:19 PM,4,THEFT FROM MOTOR VEHICLE,,,,,9047 N 75TH ST
063630090,12/29/2006,12:25 PM,4,SIMPLE ASSAULT,,,,,5952 N 70TH ST
063630092,12/29/2006,12:28 PM,4,MOTOR VEHICLE THEFT,,,,,3518 W SILVER SPRING DR
063630096,12/29/2006,01:05 PM,4,THEFT FROM MOTOR VEHICLE,,,,,9646 W BRADLEY RD
063630104,12/29/2006,12:43 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,6871 N 55TH ST
063630125,12/29/2006,02:43 PM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,5661 N 35TH ST
063630140,12/29/2006,04:38 PM,4,SIMPLE ASSAULT,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,7060 N PRESIDIO DR
063630141,12/29/2006,04:53 PM,4,SIMPLE ASSAULT,,,,,5560 N 53RD ST
063630149,12/29/2006,04:50 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,8230 W VILLARD AV #APT2
063630151,12/29/2006,05:02 PM,4,ALL OTHER LARCENY,,,,,7721 N 60TH ST #102
063630159,12/29/2006,05:53 PM,4,ALL OTHER LARCENY,,,,,7701 W CALUMET RD
063630166,12/29/2006,06:14 PM,4,DISORDERLY CONDUCT,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,ALL OTHER LARCENY,,,10445 W KIEHNAU AV
063630167,12/29/2006,05:49 PM,4,MOTOR VEHICLE THEFT,,,,,6800 N 76TH ST
063630180,12/29/2006,05:54 PM,4,AGGRAVATED ASSAULT,,,,,8230 W VILLARD AV #1
063630183,12/29/2006,07:03 PM,4,MOTOR VEHICLE THEFT,,,,,9632 W APPLETON AV
063630189,12/29/2006,08:14 PM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,7735 N MARINERS ST
063630195,12/29/2006,08:25 PM,4,ALL OTHER LARCENY,,,,,7000 N TEUTONIA AV
063630200,12/29/2006,09:36 PM,4,MOTOR VEHICLE THEFT,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,6800 N 76TH ST
063630215,12/29/2006,08:57 PM,4,MOTOR VEHICLE THEFT,,,,,5826 N 76TH ST
070230028,12/29/2006,11:15 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,7415 W DEAN RD
070230029,12/29/2006,11:15 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,7415 W DEAN RD
070230030,12/29/2006,11:15 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,7415 W DEAN RD
063610178,12/28/2006,01:30 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,7415 W DEAN RD
063620014,12/28/2006,12:08 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,2402 W LAWN AV
063620028,12/28/2006,04:51 AM,4,THEFT FROM MOTOR VEHICLE,,,,,6646 N 77TH ST
063620037,12/28/2006,07:55 AM,4,THEFT FROM MOTOR VEHICLE,,,,,9408 W BRADLEY RD
063620051,12/28/2006,08:08 AM,4,ALL OTHER LARCENY,,,,,6036 W KAUL AV #4
063620053,12/28/2006,12:15 AM,4,MOTOR VEHICLE THEFT,,,,,7123 N TEUTONIA AV
063620062,12/28/2006,09:45 AM,4,MOTOR VEHICLE THEFT,,,,,5141 N 91ST ST
063620076,12/28/2006,08:20 AM,4,ALL OTHER LARCENY,,,,,6942 W BRADLEY RD
063620079,12/28/2006,11:02 AM,4,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,7030 N 60TH ST
063620091,12/28/2006,11:58 AM,4,MOTOR VEHICLE THEFT,,,,,8945 N 85TH ST #101
063620099,12/28/2006,10:50 AM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,5366-A N LOVERS LANE RD
063620105,12/28/2006,12:56 PM,4,THEFT FROM MOTOR VEHICLE,,,,,5460 N 36TH ST
063620111,12/28/2006,02:14 PM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,8665 W FOND DU LAC AV
063620116,12/28/2006,01:37 PM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,5676 N 40TH ST
063620120,12/28/2006,03:11 PM,4,MOTOR VEHICLE THEFT,,,,,5824 N 76TH ST
063620133,12/28/2006,02:57 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,7415 W DEAN RD
