INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
153650003,12/31/2015,12:02 AM,7,ROBBERY,,,,,2226 W LANCASTER AV
153650007,12/31/2015,12:38 AM,7,AGGRAVATED ASSAULT,DISORDERLY CONDUCT,,,,2864 N SHERMAN BL
153650014,12/31/2015,03:44 AM,7,MOTOR VEHICLE THEFT,,,,,8901 W CAPITOL DR
153650016,12/31/2015,06:34 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,8901 W CAPITOL DR
153650023,12/31/2015,09:28 AM,7,MOTOR VEHICLE THEFT,,,,,6000 W BURLEIGH ST
153650033,12/31/2015,10:50 AM,7,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,7615 W VILLARD AV
153650034,12/31/2015,10:41 AM,7,THEFT FROM BUILDING,,,,,5808 W HAMPTON AV
153650036,12/31/2015,10:30 AM,7,ROBBERY,,,,,6400 W CAPITOL DR
153650038,12/31/2015,10:37 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,3264 N 84TH ST
153650050,12/31/2015,01:32 PM,7,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,3417 W HAMPTON AV
153650058,12/31/2015,10:35 AM,7,MOTOR VEHICLE THEFT,,,,,5948 W APPLETON AV
153650062,12/31/2015,12:50 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,4803 N GREEN BAY AV
153650063,12/31/2015,01:39 PM,7,AGGRAVATED ASSAULT,,,,,3612 N 63RD ST
153650065,12/31/2015,02:29 PM,7,AGGRAVATED ASSAULT,,,,,4257 N 48TH ST
153650069,12/31/2015,03:37 PM,7,THEFT FROM BUILDING,,,,,3405 W FOND DU LAC AV
153650086,12/31/2015,05:48 PM,7,INTIMIDATION,,,,,5825 W HOPE AV
153650087,12/31/2015,05:03 PM,7,MOTOR VEHICLE THEFT,,,,,7405 W VILLARD AV
153650088,12/31/2015,07:55 PM,7,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,6700 W APPLETON AV
153650108,12/31/2015,10:42 PM,7,MOTOR VEHICLE THEFT,,,,,5980 W NASH ST
153630077,12/30/2015,10:56 AM,7,FORCIBLE FONDLING,,,,,
153640014,12/30/2015,01:55 AM,7,AGGRAVATED ASSAULT,,,,,4839 W FOND DU LAC AV
153640016,12/30/2015,03:27 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,7616 W HAMPTON AV
153640061,12/30/2015,02:33 PM,7,ALL OTHER LARCENY,,,,,8326 W BURLEIGH ST
153640062,12/30/2015,02:05 PM,7,MOTOR VEHICLE THEFT,,,,,4815 N 60TH ST
153640066,12/30/2015,02:59 PM,7,MOTOR VEHICLE THEFT,,,,,5100 W CAPITOL DR
153640073,12/30/2015,04:13 PM,7,ROBBERY,,,,,3500 W BURLEIGH ST
153640110,12/30/2015,07:18 PM,7,AGGRAVATED ASSAULT,,,,,3520 N 61ST ST
153640128,12/30/2015,10:15 PM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,7320 W CAPITOL DR
153620080,12/29/2015,07:00 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,4438 N 77TH ST
153630023,12/29/2015,04:54 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,6530 W FOND DU LAC AV
153630024,12/29/2015,06:30 AM,7,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,3230 N 36TH ST
153630034,12/29/2015,10:41 AM,7,MOTOR VEHICLE THEFT,,,,,3828 N 39TH ST
153630039,12/29/2015,05:00 PM,7,AGGRAVATED ASSAULT,,,,,2963 N 35TH ST
153630046,12/29/2015,11:51 AM,7,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,7830 W POTOMAC AV
153630053,12/29/2015,12:27 PM,7,ALL OTHER LARCENY,,,,,4757 N 78TH CT
