INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
153650009,12/31/2015,02:13 AM,1,MOTOR VEHICLE THEFT,,,,,2913 N CRAMER ST
153650019,12/31/2015,07:40 AM,1,THEFT FROM BUILDING,,,,,1243 N 10TH ST
153650026,12/31/2015,10:13 AM,1,MOTOR VEHICLE THEFT,,,,,400 W MC KINLEY AV
153650037,12/31/2015,11:11 AM,1,THEFT FROM BUILDING,,,,,2333 N OAKLAND AV
153650051,12/31/2015,11:41 AM,1,AGGRAVATED ASSAULT,,,,,231 W WISCONSIN AV #1105
153650066,12/31/2015,04:09 PM,1,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,816 E LYON ST
153650073,12/31/2015,04:46 PM,1,BURGLARY/BREAKING AND ENTERING,,,,,1800 N PROSPECT AV #3D
153650091,12/31/2015,07:49 PM,1,SIMPLE ASSAULT,,,,,1401 E BRADY ST
160010008,12/31/2015,11:47 PM,1,FORCIBLE RAPE,,,,,
160050075,12/31/2015,10:19 AM,1,MOTOR VEHICLE THEFT,,,,,2971 N MURRAY AV
153640028,12/30/2015,10:09 AM,1,THEFT FROM BUILDING,,,,,316 N MILWAUKEE ST #350
153640031,12/30/2015,10:18 AM,1,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,3457 N NEWHALL ST
153640032,12/30/2015,09:54 AM,1,BURGLARY/BREAKING AND ENTERING,,,,,2727 N MARYLAND AV
153640054,12/30/2015,01:54 PM,1,THEFT FROM BUILDING,,,,,1840 N FARWELL AV
153640063,12/30/2015,01:52 PM,1,THEFT FROM BUILDING,,,,,1830 N OAKLAND AV
153640076,12/30/2015,04:19 PM,1,MOTOR VEHICLE THEFT,,,,,3487 N CRAMER ST
153640079,12/30/2015,03:00 PM,1,BURGLARY/BREAKING AND ENTERING,,,,,1610 N PROSPECT AV #804
153640081,12/30/2015,04:16 PM,1,MOTOR VEHICLE THEFT,,,,,1756 N FRANKLIN PL
153640084,12/30/2015,03:00 PM,1,BURGLARY/BREAKING AND ENTERING,,,,,1800 N PROSPECT AV #9E
153640092,12/30/2015,03:00 PM,1,BURGLARY/BREAKING AND ENTERING,,,,,1800 N PROSPECT AV #10A
153640131,12/30/2015,10:22 PM,1,MOTOR VEHICLE THEFT,,,,,2591 N FARWELL AV
153630017,12/29/2015,02:29 AM,1,INTIMIDATION,,,,,2323 N LAKE DR
153630035,12/29/2015,10:47 AM,1,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,413 N 2ND ST
153630051,12/29/2015,11:26 AM,1,THEFT FROM MOTOR VEHICLE,,,,,1440 N FRANKLIN PL
153630075,12/29/2015,02:38 PM,1,THEFT FROM BUILDING,,,,,839 N JEFFERSON ST
