INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
073650024,12/31/2007,06:12 AM,,HOMICIDE,,,,,2908 S 9TH ST
073650034,12/31/2007,09:21 AM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3436 S CLEMENT AV
073650038,12/31/2007,09:47 AM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2510 S KINNICKINNIC AV
073650046,12/31/2007,10:39 AM,2,ALL OTHER LARCENY,,,,,2701 S CHASE AV
073650061,12/31/2007,11:06 AM,2,INTIMIDATION,,,,,250 W HOLT AV
073650069,12/31/2007,12:04 PM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2918 S 13TH ST
073650099,12/31/2007,12:13 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,2659 S KINNICKINNIC AV
073650105,12/31/2007,03:39 PM,2,ALL OTHER LARCENY,,,,,2345 S HOWELL AV #104
073650107,12/31/2007,03:48 PM,2,ALL OTHER LARCENY,,,,,3809 S BRUST AV
073650112,12/31/2007,04:23 PM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3134 S LOGAN AV
073650114,12/31/2007,04:36 PM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3020 S 10TH ST
073650118,12/31/2007,02:35 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,3020 S LOGAN AV
073650121,12/31/2007,05:14 PM,6,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3868 S 76TH ST
073650130,12/31/2007,05:50 PM,6,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,6810 W WEDGEWOOD DR
073650132,12/31/2007,05:42 PM,6,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2818 S 64TH ST
073650133,12/31/2007,05:35 PM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2569 S KINNICKINNIC AV
073650171,12/31/2007,10:39 PM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2804 S 12TH ST
080010001,12/31/2007,11:36 PM,2,SIMPLE ASSAULT,,,,,3336 S 8TH ST
073640014,12/30/2007,12:04 AM,6,BURGLARY/BREAKING AND ENTERING,,,,,6831 W BENNETT AV
073640023,12/30/2007,03:59 AM,6,SIMPLE ASSAULT,,,,,3006 S 27TH ST
073640027,12/30/2007,04:08 AM,6,THEFT FROM MOTOR VEHICLE,,,,,3809 S MINER ST
073640031,12/30/2007,05:54 AM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3015 S 11TH ST
073640033,12/30/2007,03:59 AM,2,BURGLARY/BREAKING AND ENTERING,,,,,2950 S CHASE AV
073640036,12/30/2007,06:20 AM,6,MOTOR VEHICLE THEFT,,,,,5832 W STACK DR
073640054,12/30/2007,10:38 AM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3333 S CLEMENT AV
073640056,12/30/2007,10:45 AM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2590 S LENOX ST
