INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
143640096,12/31/2014,08:06 AM,4,MOTOR VEHICLE THEFT,,,,,6122 W BIRCH AV
143650006,12/31/2014,12:59 AM,4,MOTOR VEHICLE THEFT,,,,,7800 W BROWN DEER RD
143650014,12/31/2014,02:37 AM,4,AGGRAVATED ASSAULT,,,,,5749 N 62ND ST #7
143650015,12/31/2014,02:41 AM,4,SIMPLE ASSAULT,,,,,4010-A W GOOD HOPE RD
143650021,12/31/2014,04:28 AM,4,SIMPLE ASSAULT,,,,,9040 N 97TH ST #103
143650025,12/31/2014,06:43 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,6000 W SILVER SPRING DR
143650028,12/31/2014,08:03 AM,4,SHOPLIFTING,,,,,7701 W CALUMET RD
143650032,12/31/2014,08:25 AM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,4602 W SILVER SPRING DR
143650036,12/31/2014,09:36 AM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,5732 N 55TH ST
143650044,12/31/2014,10:07 AM,4,THEFT FROM MOTOR VEHICLE,,,,,7029 W SILVER SPRING DR
143650047,12/31/2014,10:22 AM,4,THEFT FROM MOTOR VEHICLE,,,,,6073 N TEUTONIA AV
143650052,12/31/2014,11:13 AM,4,THEFT FROM MOTOR VEHICLE,,,,,6636 N 60TH ST
143650058,12/31/2014,12:22 PM,4,MOTOR VEHICLE THEFT,,,,,5516 N 58TH ST
143650066,12/31/2014,11:24 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,6958 N 41ST ST
143650084,12/31/2014,03:10 PM,4,MOTOR VEHICLE THEFT,,,,,7881 N 60TH ST
143650091,12/31/2014,02:20 PM,4,SHOPLIFTING,,,,,7401 W GOOD HOPE RD
143650101,12/31/2014,04:48 PM,4,MOTOR VEHICLE THEFT,,,,,5722 N 84TH ST
143650114,12/31/2014,06:04 PM,4,THEFT FROM BUILDING,,,,,9632 W APPLETON AV
143650124,12/31/2014,06:30 PM,4,MOTOR VEHICLE THEFT,,,,,6057 W CALUMET RD
143650145,12/31/2014,06:42 PM,4,SIMPLE ASSAULT,,,,,8511 W MILL RD #3
143650156,12/31/2014,10:34 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,5250 N SHERMAN BL
143640021,12/30/2014,04:17 AM,4,SIMPLE ASSAULT,,,,,6555 N BEALE ST #2
143640026,12/30/2014,06:30 AM,4,INTIMIDATION,,,,,9236 W BIRCH AV #1
143640027,12/30/2014,06:37 AM,4,SIMPLE ASSAULT,,,,,9236 W BIRCH AV #4
143640028,12/30/2014,08:33 AM,4,MOTOR VEHICLE THEFT,,,,,8635 N 106TH ST
143640032,12/30/2014,09:22 AM,4,MOTOR VEHICLE THEFT,,,,,6529 W LAWN AV
143640037,12/30/2014,10:29 AM,4,MOTOR VEHICLE THEFT,,,,,9332 W DARNEL AV
143640043,12/30/2014,10:16 AM,4,MOTOR VEHICLE THEFT,,,,,6841 W BROWN DEER RD
143640049,12/30/2014,10:51 AM,4,THEFT FROM BUILDING,,,,,5855 W SILVER SPRING DR
143640056,12/30/2014,08:52 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,6049 N 77TH ST
143640057,12/30/2014,08:52 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,10128 W MILL RD
143640064,12/30/2014,11:57 AM,4,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,5541 N 55TH ST
143640067,12/30/2014,12:00 PM,4,AGGRAVATED ASSAULT,,,,,9225 W SILVER SPRING DR
143640086,12/30/2014,01:41 PM,4,SHOPLIFTING,,,,,6450 N 76TH ST
143640104,12/30/2014,04:47 PM,4,MOTOR VEHICLE THEFT,,,,,6122 W BIRCH AV
143640123,12/30/2014,06:17 PM,4,SIMPLE ASSAULT,,,,,5308 N 29TH ST #3
143640136,12/30/2014,08:14 PM,4,THEFT FROM BUILDING,,,,,6301 W THURSTON AV
143640139,12/30/2014,08:03 PM,4,ROBBERY,,,,,5232 N 91ST ST #12
143640141,12/30/2014,08:07 PM,4,SIMPLE ASSAULT,,,,,5512 N 31ST ST #1
143640144,12/30/2014,08:04 PM,4,ROBBERY,,,,,7377 N 76TH ST
143640146,12/30/2014,09:42 PM,4,ROBBERY,,,,,7335-B W GOOD HOPE RD
143640160,12/30/2014,10:52 PM,4,SIMPLE ASSAULT,,,,,8236 N CELINA ST
143450001,12/29/2014,11:00 PM,4,THEFT FROM BUILDING,,,,,7800 W FOND DU LAC AV
143630009,12/29/2014,02:30 AM,4,MOTOR VEHICLE THEFT,,,,,6671 W MILL RD
143630012,12/29/2014,02:11 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,10831 W HAMPTON AV
143630025,12/29/2014,05:40 AM,4,SIMPLE ASSAULT,,,,,8111 W CUSTER AV
143630038,12/29/2014,08:23 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,5227-B N 60TH ST
143630056,12/29/2014,11:09 AM,4,AGGRAVATED ASSAULT,,,,,7731 N MARINERS ST
143630073,12/29/2014,11:30 AM,4,THEFT FROM MOTOR VEHICLE,,,,,8425 W CALUMET RD
143630082,12/29/2014,02:25 PM,4,THEFT FROM BUILDING,,,,,10330 W SILVER SPRING DR
143630098,12/29/2014,03:41 PM,4,MOTOR VEHICLE THEFT,,,,,10330 W SILVER SPRING DR
143630133,12/29/2014,06:41 PM,4,MOTOR VEHICLE THEFT,,,,,9171 N 76TH ST
143630137,12/29/2014,06:25 PM,4,SHOPLIFTING,,,,,6828 W BROWN DEER RD
143630148,12/29/2014,07:29 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,6108 N 95TH ST
143620012,12/28/2014,12:42 AM,4,ARSON,,,,,5273 N 33RD ST
143620040,12/28/2014,09:38 AM,4,MOTOR VEHICLE THEFT,,,,,7429 N 90TH ST
143620043,12/28/2014,09:04 AM,4,AGGRAVATED ASSAULT,,,,,8619 N SERVITE DR #114
143620055,12/28/2014,10:41 AM,4,AGGRAVATED ASSAULT,,,,,5507 N 53RD ST
143620062,12/28/2014,12:59 PM,4,MOTOR VEHICLE THEFT,,,,,5822 N 76TH ST
143620065,12/28/2014,09:50 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,6720 N 107TH ST
143620068,12/28/2014,01:39 PM,4,MOTOR VEHICLE THEFT,,,,,7926 N 107TH ST
143620075,12/28/2014,02:18 PM,4,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,3626 W MILL RD
143620079,12/28/2014,01:23 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,5253 N 50TH ST
143620081,12/28/2014,02:14 PM,4,MOTOR VEHICLE THEFT,,,,,6908 N 37TH ST
143620084,12/28/2014,03:58 PM,4,THEFT FROM MOTOR VEHICLE,,,,,8365 N 76TH ST
143620085,12/28/2014,03:54 PM,4,THEFT FROM BUILDING,,,,,5875 N 75TH ST
143620097,12/28/2014,02:15 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,6049 N 77TH ST
143620109,12/28/2014,06:50 PM,4,ARSON,,,,,8934 W CARMEN AV
143620113,12/28/2014,06:52 PM,4,SIMPLE ASSAULT,,,,,9030-B N 95TH ST
143620125,12/28/2014,09:07 PM,4,THEFT FROM MOTOR VEHICLE,,,,,9718 W TOWER AV
143620128,12/28/2014,09:21 PM,4,MOTOR VEHICLE THEFT,,,,,8500 W BROWN DEER RD
143620129,12/28/2014,04:28 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,5623 N 73RD ST
143620133,12/28/2014,10:57 AM,4,SIMPLE ASSAULT,,,,,5346 N 53RD ST
143620137,12/28/2014,10:11 PM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3710 W JUNIPER CT
143510016,12/27/2014,03:52 AM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,5237-5 N 35TH ST
143610020,12/27/2014,02:04 AM,4,ROBBERY,,,,,7613 W GOOD HOPE RD
143610021,12/27/2014,02:21 AM,4,SIMPLE ASSAULT,DISORDERLY CONDUCT,,,,7209 W FLORIST AV
143610040,12/27/2014,09:30 AM,4,AGGRAVATED ASSAULT,,,,,5822 W CARMEN AV
143610047,12/27/2014,07:28 AM,4,AGGRAVATED ASSAULT,,,,,5555 N 35TH ST
143610064,12/27/2014,12:24 PM,4,MOTOR VEHICLE THEFT,,,,,5856 N 63RD ST
143610069,12/27/2014,11:00 AM,4,INTIMIDATION,,,,,5182 N LOVERS LANE RD
143610070,12/27/2014,02:49 PM,4,ROBBERY,,,,,6000 W VILLARD AV
143610077,12/27/2014,12:48 PM,4,SIMPLE ASSAULT,,,,,5942 N 63RD ST #2
143610085,12/27/2014,01:54 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,8220 W MILL RD
143610101,12/27/2014,05:25 PM,4,MOTOR VEHICLE THEFT,,,,,9219 W BIRCH AV
143610105,12/27/2014,05:08 PM,4,SIMPLE ASSAULT,,,,,2919 W ORIOLE DR
143610116,12/27/2014,06:13 PM,,HOMICIDE,,,,,6427 N 73RD ST
143610116,12/27/2014,06:17 PM,4,AGGRAVATED ASSAULT,,,,,6427 N 73RD ST
143610126,12/27/2014,06:21 PM,4,AGGRAVATED ASSAULT,,,,,5868-B N 62ND ST
143610128,12/27/2014,12:53 PM,4,MOTOR VEHICLE THEFT,,,,,8503 N 107TH ST
143610133,12/27/2014,02:18 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,5278 N LOVERS LANE RD
143610135,12/27/2014,02:55 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,8733 W MILL RD
143610154,12/27/2014,11:16 PM,4,AGGRAVATED ASSAULT,,,,,6000 N TEUTONIA AV
150010116,12/27/2014,03:32 PM,4,MOTOR VEHICLE THEFT,,,,,6020 W KAUL AV
143600005,12/26/2014,12:33 AM,4,SIMPLE ASSAULT,,,,,7730 W SILVER SPRING DR
143600014,12/26/2014,01:42 AM,4,SIMPLE ASSAULT,,,,,5521-A N 39TH ST
143600017,12/26/2014,02:05 AM,4,SIMPLE ASSAULT,,,,,5611 N 40TH ST #9
143600029,12/26/2014,07:47 AM,4,MOTOR VEHICLE THEFT,,,,,8338 N 93RD ST
143600032,12/26/2014,08:38 AM,4,THEFT FROM MOTOR VEHICLE,,,,,7734 W CASPER ST
143600039,12/26/2014,07:03 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,9040 W SILVER SPRING DR
143600047,12/26/2014,10:46 AM,4,MOTOR VEHICLE THEFT,,,,,6938 N 78TH CT
143600049,12/26/2014,10:48 AM,4,THEFT FROM MOTOR VEHICLE,,,,,5668 N 65TH ST
143600052,12/26/2014,10:39 AM,4,AGGRAVATED ASSAULT,,,,,5721 N 56TH ST
143600055,12/26/2014,11:08 AM,4,SIMPLE ASSAULT,,,,,5876 N 32ND ST #4
143600064,12/26/2014,12:31 PM,4,MOTOR VEHICLE THEFT,,,,,8514 W BROWN DEER RD
143600074,12/26/2014,11:32 AM,4,MOTOR VEHICLE THEFT,,,,,8501 W BROWN DEER RD
143600077,12/26/2014,07:04 PM,4,AGGRAVATED ASSAULT,,,,,6456 N 106TH ST
143600095,12/26/2014,03:06 PM,4,ROBBERY,,,,,9217 N 75TH ST
143600097,12/26/2014,03:24 PM,4,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,5320 N 39TH ST
143600100,12/26/2014,03:41 PM,4,ALL OTHER LARCENY,,,,,7107 N 43RD ST
143600107,12/26/2014,04:34 PM,4,MOTOR VEHICLE THEFT,,,,,3500 W VILLARD AV
