INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
123660004,12/31/2012,01:07 AM,5,ROBBERY,,,,,1707 W CAPITOL DR
123660018,12/31/2012,04:42 AM,5,INTIMIDATION,,,,,2752 N 19TH ST
123660026,12/31/2012,08:25 AM,5,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1806 N MARTIN L KING JR DR
123660041,12/31/2012,10:38 AM,5,MOTOR VEHICLE THEFT,,,,,3706 N 23RD ST
123660054,12/31/2012,12:31 PM,5,AGGRAVATED ASSAULT,,,,,3273 N 10TH ST
123660075,12/31/2012,04:15 PM,5,SIMPLE ASSAULT,,,,,615 W KNEELAND ST #56
123660079,12/31/2012,03:24 PM,5,FORCIBLE RAPE,,,,,
123660082,12/31/2012,05:39 PM,5,INTIMIDATION,,,,,2514 W GLENDALE AV
123660084,12/31/2012,05:38 PM,5,SIMPLE ASSAULT,KIDNAPING,,,,3901 N HUMBOLDT BL
123660102,12/31/2012,09:24 PM,5,SIMPLE ASSAULT,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,3835-A N 27TH ST
123660103,12/31/2012,09:17 PM,5,AGGRAVATED ASSAULT,,,,,2327-A N 5TH ST
123660105,12/31/2012,09:36 PM,5,AGGRAVATED ASSAULT,,,,,1400 W CONGRESS ST
123660111,12/31/2012,10:10 PM,5,SIMPLE ASSAULT,,,,,3047 N BUFFUM ST
123650001,12/30/2012,12:11 AM,5,MOTOR VEHICLE THEFT,,,,,620 W VLIET ST
123650013,12/30/2012,12:36 AM,5,ROBBERY,,,,,2927 N BOOTH ST
123650026,12/30/2012,02:54 AM,5,INTIMIDATION,,,,,4282 N 27TH ST #3
123650031,12/30/2012,05:11 AM,5,MOTOR VEHICLE THEFT,,,,,2227 W MELVINA ST
123650032,12/30/2012,01:54 AM,5,MOTOR VEHICLE THEFT,,,,,2627 W CAPITOL DR
123650060,12/30/2012,11:08 AM,5,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1130 W CENTER ST
123650062,12/30/2012,11:05 AM,5,THEFT FROM MOTOR VEHICLE,,,,,2224 N 2ND ST
123650101,12/30/2012,03:56 PM,5,SIMPLE ASSAULT,,,,,3142 N 15TH ST
123650102,12/30/2012,04:12 PM,5,BURGLARY/BREAKING AND ENTERING,,,,,4343 N 13TH ST #A
123650116,12/30/2012,07:02 PM,5,SHOPLIFTING,,,,,1100 E GARFIELD AV
123650129,12/30/2012,09:02 PM,5,AGGRAVATED ASSAULT,,,,,4461 N 28TH ST #5
123650132,12/30/2012,08:59 PM,5,ROBBERY,,,,,803 W VLIET ST
123650146,12/30/2012,11:20 PM,5,SIMPLE ASSAULT,,,,,3726-A N 6TH ST
123640021,12/29/2012,02:19 AM,5,AGGRAVATED ASSAULT,,,,,3533 N 1ST ST #LWR
123640022,12/29/2012,02:32 AM,5,SIMPLE ASSAULT,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,2307-A N 5TH ST
123640029,12/29/2012,04:32 AM,5,THEFT FROM MOTOR VEHICLE,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,2310 N 7TH ST
123640035,12/29/2012,05:50 AM,5,ROBBERY,,,,,3555 N 27TH ST
123640043,12/29/2012,10:07 AM,5,MOTOR VEHICLE THEFT,,,,,4112 N 13TH ST
123640046,12/29/2012,12:29 PM,5,ROBBERY,,,,,1114 W ATKINSON AV
123640052,12/29/2012,12:10 PM,5,AGGRAVATED ASSAULT,,,,,2330 N PALMER ST
123640053,12/29/2012,11:30 AM,5,ALL OTHER LARCENY,,,,,2858 N 20TH ST
123640056,12/29/2012,11:36 AM,5,THEFT FROM MOTOR VEHICLE,,,,,724 E CENTER ST
123640078,12/29/2012,04:36 PM,5,AGGRAVATED ASSAULT,,,,,3615 N 4TH ST
123640087,12/29/2012,05:18 PM,5,BURGLARY/BREAKING AND ENTERING,,,,,3227 N RICHARDS ST
123640089,12/29/2012,06:31 PM,5,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,906 W KEEFE AV
123640091,12/29/2012,04:37 PM,5,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3027 N 2ND ST
123640095,12/29/2012,06:29 PM,5,AGGRAVATED ASSAULT,,,,,3423 N 9TH ST
123640098,12/29/2012,06:51 PM,5,ROBBERY,,,,,3614 N HUMBOLDT BL
123640116,12/29/2012,10:37 PM,5,MOTOR VEHICLE THEFT,,,,,634 W NORTH AV
123630001,12/28/2012,12:04 AM,5,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1350 E LOCUST ST
123630013,12/28/2012,01:57 AM,5,SIMPLE ASSAULT,,,,,2920 N 18TH ST #1
123630023,12/28/2012,04:42 AM,5,BURGLARY/BREAKING AND ENTERING,,,,,4658 N 30TH ST
123630036,12/28/2012,06:38 AM,5,THEFT FROM MOTOR VEHICLE,,,,,4100 N 24TH ST
123630041,12/28/2012,10:51 AM,5,THEFT FROM MOTOR VEHICLE,,,,,1915 N MARTIN L KING JR DR
123630051,12/28/2012,11:26 AM,5,AGGRAVATED ASSAULT,,,,,3071 N 19TH ST
123630063,12/28/2012,11:54 AM,5,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,4102 N 27TH ST
123630066,12/28/2012,12:53 PM,5,SHOPLIFTING,,,,,339 W NORTH AV
123630074,12/28/2012,01:49 PM,5,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2477 W AUER AV
123630105,12/28/2012,03:43 PM,5,BURGLARY/BREAKING AND ENTERING,,,,,2748 N 15TH ST
123630108,12/28/2012,05:17 PM,5,MOTOR VEHICLE THEFT,,,,,600 W WALNUT ST
123630113,12/28/2012,06:02 PM,5,FORCIBLE RAPE,BURGLARY/BREAKING AND ENTERING,FORCIBLE SODOMY,,,
123630113,12/28/2012,06:02 PM,5,,BURGLARY/BREAKING AND ENTERING,,,,2357 N HOLTON ST #A
123630120,12/28/2012,06:10 PM,5,BURGLARY/BREAKING AND ENTERING,,,,,3731 N 2ND LA
123630126,12/28/2012,07:13 PM,5,SIMPLE ASSAULT,,,,,3942 N 29TH ST
123630133,12/28/2012,06:56 PM,5,AGGRAVATED ASSAULT,,,,,2500 W CENTER ST
123630135,12/28/2012,06:26 PM,5,BURGLARY/BREAKING AND ENTERING,,,,,3900 N 7TH ST
