INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
053650031,12/31/2005,06:22 AM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,6446 W FOND DU LAC AV
053650036,12/31/2005,07:18 AM,7,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,6923 W HAMPTON AV
053650037,12/31/2005,07:05 AM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3141 N 37TH ST
053650070,12/31/2005,11:45 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,3629 N 60TH ST
053650078,12/31/2005,01:39 PM,7,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,4878 N 27TH ST
053650090,12/31/2005,01:01 PM,7,SIMPLE ASSAULT,,,,,3718 N 92ND ST #3
053650105,12/31/2005,03:06 PM,7,SIMPLE ASSAULT,,,,,3143 N 35TH ST
053650113,12/31/2005,03:37 PM,7,SIMPLE ASSAULT,,,,,6003 W FOND DU LAC AV
053650115,12/31/2005,04:59 PM,7,MOTOR VEHICLE THEFT,,,,,6700 W APPLETON AV
053650120,12/31/2005,05:46 PM,7,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,5139 N 22ND ST
053650127,12/31/2005,05:15 PM,7,AGGRAVATED ASSAULT,,,,,7415 W CONGRESS ST #LWR
053650131,12/31/2005,05:54 PM,7,SIMPLE ASSAULT,,,,,2803 N 35TH ST
053650138,12/31/2005,07:51 PM,7,SIMPLE ASSAULT,,,,,4020 N 73RD ST #APT8
053650142,12/31/2005,08:50 PM,7,SIMPLE ASSAULT,,,,,4550 N 48TH ST #3
053650145,12/31/2005,08:58 PM,7,AGGRAVATED ASSAULT,,,,,5151 N 87TH ST #20
053650151,12/31/2005,10:11 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,4400 N 36TH ST
053650155,12/31/2005,09:53 PM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3178 N 38TH ST
053640006,12/30/2005,12:28 AM,7,SIMPLE ASSAULT,,,,,4651 N 36TH ST #1
053640014,12/30/2005,01:34 AM,7,SIMPLE ASSAULT,,,,,2963 N 35TH ST
053640018,12/30/2005,03:48 AM,7,ROBBERY,,,,,3605 W VILLARD AV
053640032,12/30/2005,07:52 AM,7,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2732 N 35TH ST
053640034,12/30/2005,07:36 AM,7,MOTOR VEHICLE THEFT,,,,,4378 N 54TH ST
