INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
053650015,12/31/2005,03:55 AM,5,ROBBERY,,,,,1815 E NEWBERRY BL
053650024,12/31/2005,02:36 AM,5,SIMPLE ASSAULT,,,,,1603 E HAMPSHIRE ST
053650045,12/31/2005,09:10 AM,1,BURGLARY/BREAKING AND ENTERING,,,,,113 E JUNEAU AV
053650064,12/31/2005,11:50 AM,2,THEFT FROM MOTOR VEHICLE,,,,,200 S WATER ST
053650065,12/31/2005,12:02 PM,5,ALL OTHER LARCENY,,,,,2718 N HACKETT AV
053650072,12/31/2005,12:32 PM,5,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,400 W VLIET ST
053650081,12/31/2005,01:45 PM,5,THEFT FROM MOTOR VEHICLE,,,,,2238 N FARWELL AV
053650088,12/31/2005,01:36 PM,1,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,108 E WELLS ST
053650095,12/31/2005,03:07 PM,1,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,275 W WISCONSIN AV
053650110,12/31/2005,04:38 PM,5,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,1808 E WEBSTER PL
053650135,12/31/2005,08:06 PM,1,THEFT FROM MOTOR VEHICLE,,,,,770 N JEFFERSON ST
053640029,12/30/2005,07:33 AM,5,THEFT FROM MOTOR VEHICLE,,,,,2549 N LAKE DR
053640030,12/30/2005,07:40 AM,5,THEFT FROM MOTOR VEHICLE,,,,,1300 N MARSHALL ST
053640033,12/30/2005,07:39 AM,1,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,812 E STATE ST
053640035,12/30/2005,05:57 AM,5,THEFT FROM MOTOR VEHICLE,,,,,3263 N HACKETT AV
053640040,12/30/2005,08:07 AM,5,THEFT FROM MOTOR VEHICLE,,,,,924 E JUNEAU AV
053640041,12/30/2005,08:47 AM,5,THEFT FROM MOTOR VEHICLE,,,,,2415 N MURRAY AV
053640042,12/30/2005,08:53 AM,5,THEFT FROM MOTOR VEHICLE,,,,,2962 N NEWHALL ST
053640044,12/30/2005,07:40 AM,1,BURGLARY/BREAKING AND ENTERING,,,,,250 W STATE ST
053640054,12/30/2005,09:37 AM,5,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3200 N HACKETT AV
053640058,12/30/2005,09:52 AM,5,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1557 N FARWELL AV
053640062,12/30/2005,09:32 AM,5,THEFT FROM MOTOR VEHICLE,,,,,2962 N NEWHALL ST #LOWER
053640063,12/30/2005,09:32 AM,5,THEFT FROM MOTOR VEHICLE,,,,,2962 N NEWHALL ST
053640079,12/30/2005,10:33 AM,1,SHOPLIFTING,,,,,161 W WISCONSIN AV
053640119,12/30/2005,03:25 PM,1,ALL OTHER LARCENY,,,,,191 N BROADWAY #1
053640130,12/30/2005,04:55 PM,1,THEFT FROM MOTOR VEHICLE,,,,,225 E CHICAGO ST
053640147,12/30/2005,05:51 PM,5,MOTOR VEHICLE THEFT,,,,,2450 N FARWELL AV
053640178,12/30/2005,10:26 PM,5,THEFT FROM MOTOR VEHICLE,,,,,400 W JUNEAU AV
053640179,12/30/2005,08:35 PM,5,ROBBERY,,,,,2423 E BELLEVIEW PL
053640186,12/30/2005,10:02 PM,5,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2340 N FARWELL AV
053640188,12/30/2005,10:14 PM,5,THEFT FROM MOTOR VEHICLE,,,,,1815 E GREENWICH AV
060060037,12/30/2005,05:57 AM,5,THEFT FROM MOTOR VEHICLE,,,,,3233 N HACKETT AV
053630021,12/29/2005,04:03 AM,5,ROBBERY,,,,,1516 N VAN BUREN ST
053630022,12/29/2005,06:32 AM,1,ALL OTHER LARCENY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,633 N 4TH ST
053630025,12/29/2005,07:36 AM,1,THEFT FROM MOTOR VEHICLE,,,,,930 N MARSHALL ST
053630026,12/29/2005,07:33 AM,1,THEFT FROM MOTOR VEHICLE,,,,,925 E WELLS ST
053630029,12/29/2005,08:08 AM,5,THEFT FROM MOTOR VEHICLE,,,,,1903 E KENWOOD BL
053630035,12/29/2005,09:08 AM,1,THEFT FROM MOTOR VEHICLE,,,,,929 N ASTOR ST
053630043,12/29/2005,09:37 AM,5,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,815 E BRADY ST
053630067,12/29/2005,01:15 PM,5,THEFT FROM MOTOR VEHICLE,,,,,1320 N MARTIN L KING JR DR
053630071,12/29/2005,01:27 PM,1,ALL OTHER LARCENY,,,,,141 N JEFFERSON ST
053630130,12/29/2005,04:13 PM,5,ALL OTHER LARCENY,,,,,1643 N JACKSON ST
053630132,12/29/2005,06:30 PM,1,THEFT FROM MOTOR VEHICLE,,,,,231 W WISCONSIN AV
053630136,12/29/2005,06:50 PM,5,THEFT FROM MOTOR VEHICLE,,,,,2800 N CRAMER ST
053630150,12/29/2005,08:23 PM,5,THEFT FROM MOTOR VEHICLE,,,,,2523 E WEBSTER PL
053620072,12/28/2005,11:51 AM,5,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2407 E LINNWOOD AV
053620077,12/28/2005,12:38 PM,1,ALL OTHER LARCENY,,,,,424 E WISCONSIN AV
053620089,12/28/2005,01:24 PM,1,THEFT FROM MOTOR VEHICLE,,,,,275 W WISCONSIN AV
