INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
163660017,12/31/2016,02:39 AM,2,DISORDERLY CONDUCT,SIMPLE ASSAULT,,,,2609 W LEGION ST
163660017,12/31/2016,02:39 AM,2,SIMPLE ASSAULT,,,,,2609 W LEGION ST
163660022,12/31/2016,02:56 AM,2,AGGRAVATED ASSAULT,,,,,1535 S 15TH ST
163660033,12/31/2016,07:51 AM,2,ROBBERY,,,,,1127 S 23RD ST #ALLEY
163660057,12/31/2016,11:25 AM,2,MOTOR VEHICLE THEFT,,,,,734 S 32ND ST
163660097,12/31/2016,06:51 PM,2,INTIMIDATION,,,,,1316 S 20TH ST
163660113,12/31/2016,09:55 PM,2,MOTOR VEHICLE THEFT,,,,,1548 S 36TH ST #UPR
170010001,12/31/2016,11:35 PM,2,SIMPLE ASSAULT,,,,,1560A S 3RD ST
170010004,12/31/2016,11:59 PM,2,SIMPLE ASSAULT,,,,,1951 S 31ST ST
163650006,12/30/2016,12:05 AM,2,BURGLARY/BREAKING AND ENTERING,,,,,2528 W MAPLE ST
163650009,12/30/2016,12:27 AM,2,ROBBERY,,,,,2203 W BECHER ST
163650034,12/30/2016,03:30 PM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,930 W HISTORIC MITCHELL ST
163650042,12/30/2016,10:51 AM,2,THEFT FROM MOTOR VEHICLE,,,,,2615 W ORCHARD ST
163650073,12/30/2016,03:25 PM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,ALL OTHER OFFENSES,,,,1608 S 23RD ST
163650099,12/30/2016,06:04 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,1608 S 23RD ST #205
163650102,12/30/2016,04:21 PM,2,SHOPLIFTING,,,,,1577 W GREENFIELD AV
163650103,12/30/2016,06:04 PM,2,INTIMIDATION,,,,,2110 W GRANT ST
163650122,12/30/2016,08:18 PM,2,SIMPLE ASSAULT,,,,,2218 S 15TH ST
163650139,12/30/2016,10:40 PM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1929 S 12TH ST
163660003,12/30/2016,05:15 PM,2,FORCIBLE SODOMY,,,,,
163640006,12/29/2016,12:43 AM,2,SIMPLE ASSAULT,,,,,704 W PIERCE ST
163640011,12/29/2016,01:36 AM,2,THEFT FROM MOTOR VEHICLE,,,,,830 S 5TH ST
163640020,12/29/2016,07:50 AM,2,THEFT FROM MOTOR VEHICLE,,,,,914 S 5TH ST
163640068,12/29/2016,04:00 PM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2324 S 10TH ST
163640070,12/29/2016,05:04 PM,2,INTIMIDATION,,,,,2100 S 16TH ST
163640099,12/29/2016,07:13 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,2527A W NATIONAL AV
163640108,12/29/2016,09:19 PM,2,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,903 S CESAR E CHAVEZ DR
163640116,12/29/2016,10:11 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,1640 S 25TH ST
163630012,12/28/2016,02:16 AM,2,ROBBERY,,,,,2931 W LINCOLN AV
163630017,12/28/2016,04:15 AM,2,AGGRAVATED ASSAULT,,,,,2247 S MUSKEGO AV #UPR
163630017,12/28/2016,04:15 AM,2,SIMPLE ASSAULT,,,,,2247 S MUSKEGO AV #UPR
163630019,12/28/2016,04:45 AM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1103 S 15TH ST
163630022,12/28/2016,07:01 AM,2,INTIMIDATION,,,,,741 S 23RD ST #6
163630061,12/28/2016,12:22 PM,2,AGGRAVATED ASSAULT,,,,,1307 W SCOTT ST
163630083,12/28/2016,04:00 PM,2,MOTOR VEHICLE THEFT,,,,,2100 S 13TH ST
163630094,12/28/2016,03:57 PM,2,ROBBERY,BURGLARY/BREAKING AND ENTERING,,,,555 S LAYTON BL
163630095,12/28/2016,05:38 PM,2,THEFT FROM MOTOR VEHICLE,,,,,750 W VIRGINIA ST
163630103,12/28/2016,05:31 PM,2,FORCIBLE FONDLING,,,,,
163630108,12/28/2016,07:10 PM,2,SIMPLE ASSAULT,,,,,2510 S 8TH ST #LWR
163630110,12/28/2016,01:27 PM,2,FORCIBLE FONDLING,,,,,
163630117,12/28/2016,05:48 PM,2,SIMPLE ASSAULT,,,,,901 S 25TH ST
163630121,12/28/2016,07:20 PM,2,SIMPLE ASSAULT,,,,,2179 S 14TH ST
163630136,12/28/2016,09:42 PM,2,ROBBERY,,,,,1002 W WINDLAKE AV
163620021,12/27/2016,05:05 AM,2,MOTOR VEHICLE THEFT,,,,,1141 S 22ND ST
163620024,12/27/2016,05:31 AM,2,MOTOR VEHICLE THEFT,,,,,2146 S 24TH ST
163620047,12/27/2016,10:43 AM,2,THEFT FROM MOTOR VEHICLE,,,,,1306 S CESAR E CHAVEZ DR
163620060,12/27/2016,11:56 AM,2,MOTOR VEHICLE THEFT,,,,,1310 S 7TH ST
163620066,12/27/2016,01:00 PM,2,THEFT FROM BUILDING,,,,,120 E NATIONAL AV
163620069,12/27/2016,01:20 PM,2,SIMPLE ASSAULT,,,,,1719 S 18TH ST
163620074,12/27/2016,01:39 PM,2,ROBBERY,,,,,1499 W WINDLAKE AV
163620076,12/27/2016,01:37 PM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2053 S 29TH ST
163620079,12/27/2016,02:33 PM,2,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,1434 W LINCOLN AV
163620080,12/27/2016,02:45 PM,2,ROBBERY,,,,,1201 W NATIONAL AV
163620083,12/27/2016,02:40 PM,2,SIMPLE ASSAULT,,,,,3743 W MARGARET PL
163620084,12/27/2016,02:22 PM,2,AGGRAVATED ASSAULT,,,,,2259 S 21ST PL
163620086,12/27/2016,04:52 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,2178 S 5TH PL
163620086,12/27/2016,04:52 PM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2178 S 5TH PL
163620091,12/27/2016,03:37 PM,2,SIMPLE ASSAULT,,,,,900 W HISTORIC MITCHELL ST
163620093,12/27/2016,04:18 PM,2,MOTOR VEHICLE THEFT,,,,,1836 S 18TH ST
163620097,12/27/2016,04:40 PM,2,MOTOR VEHICLE THEFT,,,,,2040 S ALLIS ST
163620105,12/27/2016,04:55 PM,2,AGGRAVATED ASSAULT,,,,,744 S 30TH ST
163620110,12/27/2016,05:27 PM,2,MOTOR VEHICLE THEFT,,,,,2230 S 25TH ST
163620112,12/27/2016,05:49 PM,2,ROBBERY,,,,,1100 S 11TH ST
163620120,12/27/2016,11:57 PM,2,ROBBERY,,,,,2222 S 13TH ST
163620123,12/27/2016,05:59 PM,2,ROBBERY,,,,,1628 W WINDLAKE AV
163620147,12/27/2016,09:32 PM,2,THEFT FROM MOTOR VEHICLE,,,,,1923 W NATIONAL AV
163620149,12/27/2016,05:41 PM,2,INTIMIDATION,,,,,3879 W LINCOLN AV
163630006,12/27/2016,11:04 PM,2,MOTOR VEHICLE THEFT,,,,,812 S LAYTON BL
163610009,12/26/2016,12:20 AM,2,AGGRAVATED ASSAULT,,,,,806 S SHEA AV
163610020,12/26/2016,02:09 AM,2,MOTOR VEHICLE THEFT,,,,,715 S 5TH ST
163610037,12/26/2016,09:12 AM,2,THEFT FROM MOTOR VEHICLE,,,,,1028 S 5TH ST
163610042,12/26/2016,08:51 AM,2,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,705 W NATIONAL AV
163610048,12/26/2016,08:36 AM,2,SIMPLE ASSAULT,,,,,3014 W PIERCE ST #405
163610053,12/26/2016,11:02 AM,2,MOTOR VEHICLE THEFT,,,,,1629 S 24TH ST
163610058,12/26/2016,11:35 AM,2,THEFT FROM MOTOR VEHICLE,,,,,1016 S 6TH ST
163610066,12/26/2016,11:11 AM,2,THEFT FROM MOTOR VEHICLE,,,,,417 W WASHINGTON ST
163610094,12/26/2016,02:52 PM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1720 S 25TH ST #LWR
163610134,12/26/2016,07:34 PM,2,ROBBERY,,,,,3030 W PIERCE ST
163630096,12/26/2016,09:55 PM,2,AGGRAVATED ASSAULT,,,,,2060 W FOREST HOME AV
163600011,12/25/2016,12:55 AM,2,INTIMIDATION,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,2600 S 7TH ST
163600011,12/25/2016,12:55 AM,2,INTIMIDATION,,,,,2600 S 7TH ST
163600020,12/25/2016,03:18 AM,2,ROBBERY,,,,,828 S 1ST ST
163600031,12/25/2016,09:37 AM,2,INTIMIDATION,,,,,1008 W GREENFIELD AV
163600059,12/25/2016,05:01 PM,2,AGGRAVATED ASSAULT,,,,,1802 W GREENFIELD AV
163600068,12/25/2016,07:51 PM,2,ROBBERY,,,,,1329 W MINERAL ST
163600069,12/25/2016,05:43 PM,2,SIMPLE ASSAULT,,,,,916 S 11TH ST #UPR
163600078,12/25/2016,09:59 PM,2,SIMPLE ASSAULT,,,,,3102 W SCOTT ST
163610006,12/25/2016,11:46 PM,2,ALL OTHER LARCENY,,,,,2669 S 8TH ST
163610007,12/25/2016,11:46 PM,2,SIMPLE ASSAULT,,,,,2105 W LAPHAM ST
163410052,12/24/2016,11:15 AM,2,THEFT FROM BUILDING,,,,,3231 W MADISON ST
163450055,12/24/2016,11:16 AM,2,THEFT FROM MOTOR VEHICLE,,,,,1430 S 22ND ST
163590021,12/24/2016,07:02 AM,2,ROBBERY,,,,,907 W GREENFIELD AV
163590026,12/24/2016,08:27 AM,2,SIMPLE ASSAULT,,,,,1562 S 13TH ST
163590054,12/24/2016,04:18 PM,2,AGGRAVATED ASSAULT,,,,,1963 S 20TH ST
163580011,12/23/2016,12:15 AM,2,ROBBERY,,,,,812 S LAYTON BL
163580047,12/23/2016,09:02 AM,2,FORCIBLE RAPE,,,,,
163580052,12/23/2016,12:07 PM,2,THEFT FROM MOTOR VEHICLE,,,,,1101 N 7TH ST
163580082,12/23/2016,05:07 PM,2,THEFT FROM BUILDING,,,,,1544 S 2ND ST
163580114,12/23/2016,07:13 PM,2,ROBBERY,,,,,1217-A S 18TH ST
163570005,12/22/2016,12:20 AM,2,THEFT FROM MOTOR VEHICLE,,,,,931 S 29TH ST
163570026,12/22/2016,06:41 AM,2,MOTOR VEHICLE THEFT,,,,,1036 S 21ST ST
163570027,12/22/2016,06:15 AM,2,ROBBERY,,,,,701 S 31ST ST #LWR
163570028,12/22/2016,07:01 AM,2,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2410 S 8TH ST
163570032,12/22/2016,08:35 AM,2,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,1639 S 23RD ST
163570069,12/22/2016,12:55 PM,2,THEFT FROM MOTOR VEHICLE,,,,,2001 S 33RD ST
163570080,12/22/2016,01:35 PM,2,THEFT FROM MOTOR VEHICLE,,,,,1116 W HISTORIC MITCHELL ST
163570122,12/22/2016,07:06 PM,2,THEFT FROM BUILDING,,,,,713 W BRUCE ST
163570138,12/22/2016,08:32 PM,2,SIMPLE ASSAULT,,,,,116 W KASSNER PL
163570152,12/22/2016,09:50 PM,2,AGGRAVATED ASSAULT,,,,,2363 S 9TH ST
163580010,12/22/2016,11:48 PM,2,ROBBERY,,,,,1801 W GREENFIELD AVE
163560026,12/21/2016,10:23 AM,2,THEFT FROM MOTOR VEHICLE,,,,,507 W MINERAL ST
163560044,12/21/2016,06:55 PM,2,THEFT FROM BUILDING,,,,,1512 W PIERCE ST
163560051,12/21/2016,01:41 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,1822 S 12TH ST #UPPR
163560053,12/21/2016,01:14 PM,2,AGGRAVATED ASSAULT,,,,,1802 W GREENFIELD AV
163560076,12/21/2016,03:53 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,2336 S 8TH ST
163560087,12/21/2016,04:44 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,2242 S 7TH ST #2242
163560128,12/21/2016,11:05 PM,2,SIMPLE ASSAULT,,,,,1931 S 5TH PL
163570057,12/21/2016,03:53 PM,2,SIMPLE ASSAULT,,,,,1118 S 18TH ST
163550008,12/20/2016,05:25 AM,2,BURGLARY/BREAKING AND ENTERING,,,,,2362 S 10TH ST
163550015,12/20/2016,08:07 AM,2,INTIMIDATION,,,,,1127 S 35TH ST
163550047,12/20/2016,01:34 PM,2,ROBBERY,,,,,1521 S CESAR E CHAVEZ DR
163550053,12/20/2016,02:26 PM,2,AGGRAVATED ASSAULT,,,,,1515 W LAPHAM BL
163550060,12/20/2016,05:35 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,1573 S 3RD ST
163550070,12/20/2016,05:13 PM,2,THEFT FROM MOTOR VEHICLE,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,385 E FLORIDA ST
163550081,12/20/2016,06:15 PM,2,ROBBERY,,,,,3408 W NATIONAL AV
163550096,12/20/2016,05:45 PM,2,THEFT FROM MOTOR VEHICLE,,,,,531 S WATER ST
163550106,12/20/2016,08:45 PM,2,AGGRAVATED ASSAULT,,,,,1508 S 7TH ST
163550110,12/20/2016,08:21 PM,2,SEXUAL ASSAULT WITH AN OBJECT,,,,,
163550114,12/20/2016,09:34 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,2208 S LAYTON BL
163550118,12/20/2016,09:20 PM,2,THEFT FROM BUILDING,,,,,2672 S 15TH PL
163560002,12/20/2016,09:54 PM,2,PURSE SNATCHING,,,,,1558 S 24TH ST
163560004,12/20/2016,11:58 PM,2,SIMPLE ASSAULT,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,2612 W FOREST HOME AV
163560004,12/20/2016,11:58 PM,2,SIMPLE ASSAULT,,,,,2612 W FOREST HOME AV
163540002,12/19/2016,01:02 AM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1528 S 7TH ST
163540012,12/19/2016,03:30 AM,2,AGGRAVATED ASSAULT,,,,,2172 W FOREST HOME AV
163540020,12/19/2016,09:40 AM,2,THEFT FROM MOTOR VEHICLE,,,,,907 S 1ST ST
163540030,12/19/2016,11:56 AM,2,ROBBERY,,,,,1015 W PIERCE ST
163540054,12/19/2016,03:18 PM,2,FORCIBLE FONDLING,,,,,
163540057,12/19/2016,03:04 PM,2,ALL OTHER LARCENY,,,,,528 W ORCHARD ST
163540067,12/19/2016,03:20 PM,2,AGGRAVATED ASSAULT,,,,,1967 S CONGO AV
163540073,12/19/2016,09:00 AM,,HOMICIDE,,,,,600 W ROGERS ST
163540081,12/19/2016,05:09 PM,2,AGGRAVATED ASSAULT,,,,,510-A W ARTHUR AV
163530013,12/18/2016,01:01 AM,2,SIMPLE ASSAULT,,,,,2056-B S 5TH PL
163530021,12/18/2016,04:41 AM,2,THEFT FROM MOTOR VEHICLE,,,,,2503 S 10TH ST
163530034,12/18/2016,12:13 PM,2,MOTOR VEHICLE THEFT,,,,,3014 W PIERCE ST
163530038,12/18/2016,11:46 AM,2,ALL OTHER LARCENY,,,,,324 W MINERAL ST
163530039,12/18/2016,12:35 PM,2,SIMPLE ASSAULT,,,,,2064 S 13TH ST #1
163530040,12/18/2016,11:46 AM,2,ALL OTHER LARCENY,,,,,324 W MINERAL ST
163530056,12/18/2016,04:23 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,1981 S MUSKEGO AV
163530058,12/18/2016,05:06 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,2220 S 31ST ST
163530068,12/18/2016,06:46 PM,2,INTIMIDATION,,,,,2612 W FOREST HOME AV
163530077,12/18/2016,07:27 PM,2,AGGRAVATED ASSAULT,,,,,2412 W GREENFIELD AV
163530078,12/18/2016,08:22 PM,2,FORCIBLE FONDLING,,,,,
163530081,12/18/2016,08:36 PM,2,ROBBERY,,,,,1600 W GREENFIELD AV
163530091,12/18/2016,10:53 PM,2,ROBBERY,,,,,1908 W LINCOLN AV
163530092,12/18/2016,10:45 PM,2,INTIMIDATION,,,,,1954 S 31ST ST
163530093,12/18/2016,11:23 PM,2,SIMPLE ASSAULT,,,,,1645 S 22ND ST
163550032,12/18/2016,12:10 PM,2,MOTOR VEHICLE THEFT,,,,,1561 S 3RD ST
