INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
163660018,12/31/2016,02:58 AM,1,THEFT FROM BUILDING,,,,,2220 N FARWELL AV
163660036,12/31/2016,09:16 AM,1,THEFT FROM MOTOR VEHICLE,,,,,2701 N DOWNER AV
163660037,12/31/2016,09:46 AM,1,ALL OTHER LARCENY,,,,,1425 N FARWELL AV
163660038,12/31/2016,09:40 AM,1,MOTOR VEHICLE THEFT,,,,,3237 N OAKLAND AV
163660042,12/31/2016,11:37 AM,1,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,1725 N PROSPECT AV
163660048,12/31/2016,12:19 PM,1,MOTOR VEHICLE THEFT,,,,,1342 N ASTOR ST
163660061,12/31/2016,02:20 PM,1,ROBBERY,,,,,2859 N OAKLAND AV
163660068,12/31/2016,04:09 PM,1,BURGLARY/BREAKING AND ENTERING,,,,,2485 N FREDERICK AV
163660100,12/31/2016,07:22 PM,1,THEFT FROM BUILDING,,,,,1311 E BRADY ST
163660111,12/31/2016,10:50 PM,1,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2024 E GREENWICH AV
163650005,12/30/2016,04:51 AM,1,SIMPLE ASSAULT,,,,,509 W WISCONSIN AV
163650070,12/30/2016,02:42 PM,1,ALL OTHER LARCENY,,,,,2628 E NEWBERRY BL
163650080,12/30/2016,04:34 PM,1,THEFT FROM BUILDING,,,,,312 E WISCONSIN AV #220
163650081,12/30/2016,10:28 AM,1,FORCIBLE FONDLING,,,,,
163650090,12/30/2016,04:04 PM,1,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1819 E KENILWORTH PL
163650091,12/30/2016,01:13 PM,1,FORCIBLE RAPE,,,,,
163650101,12/30/2016,05:17 PM,1,THEFT FROM MOTOR VEHICLE,,,,,770 N JEFFERSON ST
163650106,12/30/2016,05:35 PM,1,THEFT FROM BUILDING,,,,,3284 N SHEPARD AV
163640008,12/29/2016,12:51 AM,1,ROBBERY,,,,,400 W VLIET ST
163640017,12/29/2016,03:52 AM,1,THEFT FROM MOTOR VEHICLE,,,,,620 N JAMES LOVELL ST
163640026,12/29/2016,09:44 AM,1,THEFT FROM MOTOR VEHICLE,,,,,601 W WELLS ST
163640029,12/29/2016,08:11 AM,1,SIMPLE ASSAULT,,,,,1015 N 10TH ST
163640035,12/29/2016,11:09 AM,1,BURGLARY/BREAKING AND ENTERING,,,,,301 N BROADWAY #300
163640043,12/29/2016,01:20 PM,1,THEFT FROM MOTOR VEHICLE,,,,,740 W WELLS ST
163640059,12/29/2016,03:37 PM,1,THEFT FROM MOTOR VEHICLE,,,,,1023 N OLD WORLD THIRD ST
163640083,12/29/2016,05:26 PM,1,THEFT FROM MOTOR VEHICLE,,,,,270 E HIGHLAND AV
163640086,12/29/2016,05:54 PM,1,SIMPLE ASSAULT,,,,,1328 E ALBION ST #28
163640115,12/29/2016,10:30 PM,1,THEFT FROM MOTOR VEHICLE,,,,,402 W VLIET ST
163650003,12/29/2016,11:21 PM,1,THEFT FROM BUILDING,,,,,333 W KILBOURN AV #402
163630049,12/28/2016,11:10 AM,1,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,648 N PLANKINTON AV
163630055,12/28/2016,11:06 AM,1,THEFT FROM BUILDING,,,,,1329 E BRADY ST
163630068,12/28/2016,01:34 PM,1,SHOPLIFTING,,,,,331 W WISCONSIN AV
163630078,12/28/2016,02:52 PM,1,BURGLARY/BREAKING AND ENTERING,,,,,2862 N HACKETT AV
163630147,12/28/2016,10:15 PM,1,THEFT FROM MOTOR VEHICLE,,,,,900 W WISCONSIN AV
163640001,12/28/2016,10:06 PM,1,THEFT FROM MOTOR VEHICLE,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,1415 N 5TH ST
163620022,12/27/2016,06:39 AM,1,THEFT FROM MOTOR VEHICLE,,,,,622 W WISCONSIN AV
163620030,12/27/2016,08:08 AM,1,THEFT FROM BUILDING,,,,,1649 N FRANKLIN PL
163620031,12/27/2016,07:00 AM,1,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1732 N PROSPECT AV
163620038,12/27/2016,10:40 AM,1,BURGLARY/BREAKING AND ENTERING,,,,,544 E OGDEN AV
163620052,12/27/2016,11:04 AM,1,ALL OTHER LARCENY,,,,,714 E BRADY ST
163620090,12/27/2016,03:39 PM,1,MOTOR VEHICLE THEFT,,,,,2683 N SUMMIT AV
163620126,12/27/2016,07:21 PM,1,THEFT FROM MOTOR VEHICLE,,,,,1233 N VAN BUREN ST
163620132,12/27/2016,07:44 PM,1,THEFT FROM MOTOR VEHICLE,,,,,1555 N FARWELL AV
163620142,12/27/2016,08:55 PM,1,ROBBERY,,,,,2220 E PARK PL
163630013,12/27/2016,08:39 PM,1,MOTOR VEHICLE THEFT,,,,,1407 N MARTIN L KING JR DR
163610051,12/26/2016,10:43 AM,1,PURSE SNATCHING,,,,,1000 W WISCONSIN AV
163610063,12/26/2016,11:29 AM,1,THEFT FROM BUILDING,,,,,111 E WISCONSIN AV
163610129,12/26/2016,08:19 PM,1,THEFT FROM MOTOR VEHICLE,,,,,125 E MASON ST
163610131,12/26/2016,08:21 PM,1,THEFT FROM MOTOR VEHICLE,,,,,740 N PLANKINTON AV
163610138,12/26/2016,10:08 PM,1,MOTOR VEHICLE THEFT,,,,,1526 N JACKSON ST
163620003,12/26/2016,09:52 PM,1,THEFT FROM MOTOR VEHICLE,,,,,901 W WINNEBAGO ST #213
163620004,12/26/2016,06:52 AM,1,SHOPLIFTING,,,,,1609 E NORTH AV
163600017,12/25/2016,02:45 AM,1,THEFT FROM MOTOR VEHICLE,,,,,1221 N WATER ST
163600029,12/25/2016,08:27 AM,1,THEFT FROM MOTOR VEHICLE,,,,,1130 N VAN BUREN ST
163600036,12/25/2016,10:01 AM,1,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,804 N 4TH ST
163600056,12/25/2016,04:56 PM,1,ROBBERY,,,,,2853 N CRAMER ST
163600061,12/25/2016,05:15 PM,1,ROBBERY,,,,,615 N WATER ST
163600081,12/25/2016,05:42 PM,1,FORCIBLE FONDLING,,,,,
