INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
143650016,12/31/2014,02:38 AM,2,THEFT FROM BUILDING,,,,,721 S CESAR E CHAVEZ DR
143650019,12/31/2014,04:44 AM,2,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,1432 W HARRISON AV
143650026,12/31/2014,07:24 AM,2,MOTOR VEHICLE THEFT,,,,,1321 S 28TH ST
143650031,12/31/2014,09:01 AM,2,THEFT FROM MOTOR VEHICLE,,,,,2735 S 12TH ST
143650038,12/31/2014,02:35 PM,2,MOTOR VEHICLE THEFT,,,,,2802 W HAYES AV
143650045,12/31/2014,10:21 AM,2,MOTOR VEHICLE THEFT,,,,,721 S 31ST ST
143650050,12/31/2014,10:43 AM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3209 W BURNHAM ST
143650055,12/31/2014,12:00 PM,2,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,1500 S 1ST ST
143650056,12/31/2014,11:19 AM,2,BURGLARY/BREAKING AND ENTERING,,,,,2109 S 10TH ST
143650069,12/31/2014,01:42 PM,2,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2249 S 6TH ST
143650075,12/31/2014,01:00 PM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,555 S LAYTON BL
143650081,12/31/2014,01:24 PM,2,ROBBERY,,,,,1735 W BURNHAM ST
143650108,12/31/2014,01:12 PM,2,ROBBERY,,,,,1753 S MUSKEGO AV
143650116,12/31/2014,04:52 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,2173 S 13TH ST
143650135,12/31/2014,08:44 PM,2,SIMPLE ASSAULT,,,,,850 W LINCOLN AV
143650147,12/31/2014,09:20 PM,2,ROBBERY,,,,,1234 S 17TH ST
143650153,12/31/2014,10:43 PM,2,THEFT FROM MOTOR VEHICLE,,,,,332 W WALKER ST
143650154,12/31/2014,10:30 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,2726 S 13TH ST
143640011,12/30/2014,01:01 AM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1750 S 29TH ST
143640023,12/30/2014,05:08 AM,2,ROBBERY,,,,,2310 W GREENFIELD AV
143640033,12/30/2014,08:58 AM,2,ROBBERY,,,,,2113 S 14TH ST
143640038,12/30/2014,09:55 AM,2,MOTOR VEHICLE THEFT,,,,,2110 S 13TH ST
143640087,12/30/2014,02:42 PM,2,SIMPLE ASSAULT,,,,,2518 S 11TH ST
143640089,12/30/2014,03:25 PM,2,MOTOR VEHICLE THEFT,,,,,2105 S 31ST ST
143640110,12/30/2014,05:51 PM,2,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2700 W PIERCE ST
143640115,12/30/2014,05:17 PM,2,MOTOR VEHICLE THEFT,,,,,1213 W GREENFIELD AV
143640119,12/30/2014,06:41 PM,2,THEFT FROM MOTOR VEHICLE,,,,,1711 S 9TH ST
143640122,12/30/2014,07:13 PM,2,ALL OTHER LARCENY,,,,,1020 S 28TH ST
143640124,12/30/2014,07:12 PM,2,ROBBERY,,,,,1920 W NATIONAL AV
143640130,12/30/2014,07:48 PM,2,THEFT FROM MOTOR VEHICLE,,,,,701 S 4TH ST
143640151,12/30/2014,09:45 PM,2,ROBBERY,,,,,1224 S 12TH ST
143640156,12/30/2014,09:22 PM,2,MOTOR VEHICLE THEFT,,,,,605 S 1ST ST
143640157,12/30/2014,09:41 PM,2,MOTOR VEHICLE THEFT,,,,,2558 S 6TH ST
143640158,12/30/2014,10:30 PM,2,ROBBERY,,,,,1649 S 11TH ST
143630018,12/29/2014,02:53 AM,2,BURGLARY/BREAKING AND ENTERING,,,,,2017 W ROGERS ST
143630023,12/29/2014,05:27 AM,2,MOTOR VEHICLE THEFT,,,,,1644 S 17TH ST
143630029,12/29/2014,07:01 AM,2,MOTOR VEHICLE THEFT,,,,,2017 S 14TH ST
143630030,12/29/2014,07:24 AM,2,SIMPLE ASSAULT,,,,,1417-A W GREENFIELD AV
143630035,12/29/2014,07:56 AM,2,THEFT FROM MOTOR VEHICLE,,,,,1934 S 1ST ST
143630035,12/29/2014,07:56 AM,2,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,1934 S 1ST ST
143630047,12/29/2014,11:02 AM,2,MOTOR VEHICLE THEFT,,,,,1583 S 5TH ST
143630053,12/29/2014,10:42 AM,2,SHOPLIFTING,,,,,1247 S CESAR E CHAVEZ DR
143630054,12/29/2014,09:48 AM,2,FORCIBLE SODOMY,,,,,
143630058,12/29/2014,11:53 AM,2,MOTOR VEHICLE THEFT,,,,,1505 S 6TH ST
143630065,12/29/2014,11:22 AM,2,INTIMIDATION,,,,,2345 S 11TH ST
143630083,12/29/2014,01:00 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,2727 W MITCHELL ST
143630107,12/29/2014,04:09 PM,2,THEFT FROM BUILDING,,,,,2333 S 6TH ST
143630113,12/29/2014,02:10 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,3127 W MADISON ST
143630123,12/29/2014,05:13 PM,2,BURGLARY/BREAKING AND ENTERING,,,,,2300 W ROGERS ST
143630130,12/29/2014,05:47 PM,2,SIMPLE ASSAULT,,,,,1020 S 21ST ST
