INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
113650026,12/31/2011,04:04 AM,3,AGGRAVATED ASSAULT,,,,,3001 W WISCONSIN AV
113650036,12/31/2011,09:09 AM,3,SIMPLE ASSAULT,,,,,2113 W VLIET ST
113650039,12/31/2011,10:02 AM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,800 N 19TH ST
113650053,12/31/2011,12:02 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,3017 W HIGHLAND BL #209
113650057,12/31/2011,12:29 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,6001 W CENTER ST
113650058,12/31/2011,01:14 PM,3,AGGRAVATED ASSAULT,,,,,517 N 33RD ST
113650065,12/31/2011,01:30 PM,3,ALL OTHER LARCENY,,,,,1406 N 23RD ST
113650068,12/31/2011,01:43 PM,3,ROBBERY,,,,,2500 N 35TH ST
113650073,12/31/2011,02:39 PM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2543 N 23RD ST
113650078,12/31/2011,03:59 PM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2225-A N HI MOUNT BL
113650096,12/31/2011,05:59 PM,3,SIMPLE ASSAULT,,,,,2521 N 34TH ST
113650099,12/31/2011,06:22 PM,3,MOTOR VEHICLE THEFT,,,,,3519 W CENTER ST
113650116,12/31/2011,07:26 PM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2140 N SHERMAN BL
120010002,12/31/2011,10:32 PM,3,SIMPLE ASSAULT,,,,,2218 N 26TH ST
120010005,12/31/2011,11:41 PM,3,AGGRAVATED ASSAULT,,,,,1930 W CLARKE ST
120030400,12/31/2011,02:00 PM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1814 N 57TH ST
113640013,12/30/2011,01:21 AM,3,MOTOR VEHICLE THEFT,,,,,507 N 25TH ST
113640019,12/30/2011,02:36 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,1931 N 21ST ST
113640020,12/30/2011,03:09 AM,3,ROBBERY,,,,,1150 N 27TH ST
113640029,12/30/2011,03:48 AM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3533 W NORTH AV
113640040,12/30/2011,08:34 AM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,519 N 32ND ST
113640044,12/30/2011,08:58 AM,3,MOTOR VEHICLE THEFT,,,,,1143 N 29TH ST #314
113640046,12/30/2011,09:05 AM,3,THEFT FROM MOTOR VEHICLE,,,,,5915 W ST PAUL AV
113640056,12/30/2011,10:24 AM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2310 N 44TH ST
113640062,12/30/2011,11:19 AM,3,SIMPLE ASSAULT,DISORDERLY CONDUCT,,,,1818 N 30TH ST #UPR
113640066,12/30/2011,11:53 AM,3,ALL OTHER LARCENY,,,,,2441 N 38TH ST
113640069,12/30/2011,11:06 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,1413-15 N 37TH ST
113640077,12/30/2011,11:12 AM,3,ROBBERY,,,,,2400 W BROWN ST
113640082,12/30/2011,12:07 PM,3,MOTOR VEHICLE THEFT,,,,,2743 W HIGHLAND BL
113640107,12/30/2011,03:57 PM,3,MOTOR VEHICLE THEFT,,,,,761 N 29TH ST
113640130,12/30/2011,05:34 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,2125 N 42ND ST
113640148,12/30/2011,08:38 PM,3,AGGRAVATED ASSAULT,DISORDERLY CONDUCT,,,,2668 N 41ST ST #UPR
113640154,12/30/2011,09:25 PM,3,SIMPLE ASSAULT,,,,,2034 N 49TH ST #LWR
113640165,12/30/2011,10:37 PM,3,AGGRAVATED ASSAULT,,,,,1536 N 35TH ST
113650010,12/30/2011,11:23 PM,3,AGGRAVATED ASSAULT,,,,,2238 N 34TH ST
113630013,12/29/2011,03:21 AM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2636 N 15TH ST
113630023,12/29/2011,08:30 AM,3,THEFT FROM BUILDING,,,,,2602 N 49TH ST
113630025,12/29/2011,08:04 AM,3,SIMPLE ASSAULT,,,,,2553-A N 20TH ST
113630027,12/29/2011,09:16 AM,3,MOTOR VEHICLE THEFT,,,,,2614 W VINE ST
113630034,12/29/2011,09:00 AM,3,AGGRAVATED ASSAULT,,,,,4315 W LISBON AV #6
113630035,12/29/2011,10:46 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,2525 N 22ND ST
113630042,12/29/2011,10:59 AM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2803 W KILBOURN AV
113630056,12/29/2011,12:21 PM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,ALL OTHER OFFENSES,,,,2568 N 34TH ST
113630056,12/29/2011,12:21 PM,3,SIMPLE ASSAULT,,,,,2568 N 34TH ST
113630060,12/29/2011,11:32 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,226 N 30TH ST
113630062,12/29/2011,12:29 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,2817 W JUNEAU AV
113630074,12/29/2011,02:30 PM,3,ROBBERY,,,,,2641 N 27TH ST
113630084,12/29/2011,03:35 PM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,1134 N 46TH ST
113630098,12/29/2011,04:58 PM,3,THEFT FROM MOTOR VEHICLE,,,,,2919 W WISCONSIN AV
113630103,12/29/2011,04:59 PM,3,SIMPLE ASSAULT,,,,,2473 N 29TH ST
113630136,12/29/2011,08:52 PM,3,THEFT FROM MOTOR VEHICLE,,,,,500 S 84TH ST
113630153,12/29/2011,10:27 PM,3,SIMPLE ASSAULT,,,,,2671 N GRANT BL
113630158,12/29/2011,10:27 PM,3,AGGRAVATED ASSAULT,,,,,2671 N GRANT BL
113640004,12/29/2011,11:02 PM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,TRESPASSING,,,,2346 N 21ST ST
113640007,12/29/2011,11:02 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,2352 N 21ST ST
113640009,12/29/2011,11:16 PM,3,ARSON,,,,,2231 N 29TH ST
113640032,12/29/2011,11:16 PM,3,ARSON,,,,,2231 N 29TH ST
113620007,12/28/2011,01:26 AM,3,MOTOR VEHICLE THEFT,,,,,2636 N 50TH ST
113620021,12/28/2011,04:30 AM,3,SIMPLE ASSAULT,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,3808 W WISCONSIN AV #301
113620036,12/28/2011,08:55 AM,3,ALL OTHER LARCENY,,,,,2668 N 38TH ST
113620053,12/28/2011,12:21 PM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1715 W CLARKE ST
113620066,12/28/2011,01:06 PM,3,ALL OTHER LARCENY,,,,,325 S 66TH ST
113620076,12/28/2011,02:29 PM,3,MOTOR VEHICLE THEFT,,,,,2560 N 16TH ST
113620081,12/28/2011,02:30 PM,3,SIMPLE ASSAULT,,,,,2623 N 34TH ST
113620088,12/28/2011,03:34 PM,3,SIMPLE ASSAULT,,,,,2574 N 39TH ST
113620099,12/28/2011,04:00 PM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1637 W WISCONSIN AV
113620109,12/28/2011,03:23 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,1724 W KILBOURN AV #68
113620111,12/28/2011,05:14 PM,3,ROBBERY,,,,,3131 W WELLS ST
113620113,12/28/2011,05:57 PM,3,THEFT FROM MOTOR VEHICLE,,,,,1220 N 32ND ST
113620114,12/28/2011,05:27 PM,3,SIMPLE ASSAULT,,,,,1738 N 37TH ST
113620126,12/28/2011,05:45 PM,3,ROBBERY,,,,,2132 N 40TH ST
113620136,12/28/2011,07:06 PM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2544 N 50TH ST
113620161,12/28/2011,08:53 PM,3,ALL OTHER LARCENY,,,,,1350 W NORTH AV
113620168,12/28/2011,09:04 PM,3,ROBBERY,,,,,1428 N 39TH ST
113620169,12/28/2011,09:05 PM,3,ROBBERY,,,,,3314 W JUNEAU AV
113620177,12/28/2011,09:31 PM,3,THEFT FROM BUILDING,,,,,2647 N 47TH ST
113620181,12/28/2011,11:28 PM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,4002 W MEINECKE AV
113640097,12/28/2011,11:58 PM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2511 N 23RD ST
