INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
113640152,12/31/2011,01:06 AM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,TRESPASSING,,,,9426 W SHERIDAN AV #4
113640152,12/31/2011,01:06 AM,4,SIMPLE ASSAULT,,,,,9426 W SHERIDAN AV #4
113650005,12/31/2011,12:01 AM,4,AGGRAVATED ASSAULT,,,,,8241 W BENDER AV #1
113650021,12/31/2011,03:27 AM,4,SIMPLE ASSAULT,,,,,5829 N 60TH ST
113650033,12/31/2011,08:33 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,10429 W SILVER SPRING DR
113650043,12/31/2011,11:01 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,6081 N 38TH ST
113650051,12/31/2011,11:34 AM,4,SIMPLE ASSAULT,,,,,5155 N 91ST ST
113650061,12/31/2011,01:21 PM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,6049 N 77TH ST
113650072,12/31/2011,03:37 PM,4,MOTOR VEHICLE THEFT,,,,,6335 W BRADLEY RD
113650077,12/31/2011,03:02 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,6683 N 54TH ST
113650087,12/31/2011,03:17 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,8750 W MILL RD #6
113650111,12/31/2011,07:21 PM,4,ALL OTHER LARCENY,,,,,10428 W JONEN ST
113640008,12/30/2011,01:17 AM,4,MOTOR VEHICLE THEFT,,,,,6801 N DARIEN ST
113640025,12/30/2011,03:36 AM,4,THEFT FROM MOTOR VEHICLE,,,,,10942 W CAMERON AV
113640026,12/30/2011,01:27 AM,4,ROBBERY,,,,,6039 W CALUMET RD
113640028,12/30/2011,04:05 AM,4,SIMPLE ASSAULT,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,9341 W SILVER SPRING DR #6
113640051,12/30/2011,09:15 AM,4,THEFT FROM MOTOR VEHICLE,,,,,5834 N 97TH ST
113640052,12/30/2011,09:22 AM,4,ALL OTHER LARCENY,,,,,5834 N 97TH ST
113640057,12/30/2011,10:32 AM,4,ALL OTHER LARCENY,,,,,7119 W BRENTWOOD AV
113640083,12/30/2011,01:02 PM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,7809 W GREEN TREE RD
113640085,12/30/2011,01:25 PM,4,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,5250 N 76TH ST
113640090,12/30/2011,01:55 PM,4,THEFT FROM MOTOR VEHICLE,,,,,11729 W BRADLEY RD
113640095,12/30/2011,02:30 PM,4,ALL OTHER LARCENY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,11137 W SILVER SPRING DR
113640099,12/30/2011,02:05 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,9425 W SILVER SPRING DR #7
113640131,12/30/2011,06:15 PM,4,AGGRAVATED ASSAULT,LIQUOR LAW VIOLATIONS,,,,8900 N MICHELE ST
113640144,12/30/2011,07:16 PM,4,AGGRAVATED ASSAULT,,,,,9426 W SHERIDAN AV
113640149,12/30/2011,09:02 PM,4,SIMPLE ASSAULT,,,,,6461 N 106TH ST
113640153,12/30/2011,07:57 PM,4,AGGRAVATED ASSAULT,,,,,6372 N 89TH ST #4
113640156,12/30/2011,09:28 PM,4,ROBBERY,,,,,5801 N 76TH ST
120040037,12/30/2011,11:02 AM,4,ALL OTHER LARCENY,,,,,11815 W BRADLEY RD
113630008,12/29/2011,02:33 AM,4,ALL OTHER LARCENY,,,,,6035 N 40TH ST #126
113630011,12/29/2011,03:30 AM,4,SIMPLE ASSAULT,,,,,7932 W BENDER AV #4
113630012,12/29/2011,03:28 AM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,DISORDERLY CONDUCT,LIQUOR LAW VIOLATIONS,,,6530 W CARMEN AV #LWR
113630026,12/29/2011,07:35 AM,4,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,ALL OTHER LARCENY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,7420 N TEUTONIA AV
113630032,12/29/2011,08:21 AM,4,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,3514 W GOOD HOPE RD
113630048,12/29/2011,11:20 AM,4,SIMPLE ASSAULT,,,,,3722 W JUNIPER CT
113630053,12/29/2011,11:59 AM,4,THEFT FROM MOTOR VEHICLE,,,,,7930 W MILL RD
113630058,12/29/2011,01:12 PM,4,ALL OTHER LARCENY,,,,,6145 N RIVER TRAIL DR
113630069,12/29/2011,02:01 PM,4,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,11718 W GOOD HOPE RD
113630072,12/29/2011,02:40 PM,4,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,6641 N 75TH ST
113630073,12/29/2011,01:50 PM,4,SHOPLIFTING,,,,,8700 N SERVITE DR
113630077,12/29/2011,02:58 PM,4,MOTOR VEHICLE THEFT,,,,,7141 N 42ND ST
113630081,12/29/2011,03:13 PM,4,MOTOR VEHICLE THEFT,,,,,6271 N 76TH ST
113630102,12/29/2011,03:11 PM,4,THEFT FROM BUILDING,,,,,11750 W SILVER SPRING RD
113630123,12/29/2011,07:01 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,5753 N 61ST ST
113630126,12/29/2011,06:53 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,8237 W DAPHNE ST
113630130,12/29/2011,07:43 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,6745 N 75TH ST
113630132,12/29/2011,07:40 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,7110 N 40TH ST
113630135,12/29/2011,07:51 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,6715 N 77TH ST
113630140,12/29/2011,08:33 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,6758 N 77TH ST
113630152,12/29/2011,09:52 PM,4,ROBBERY,,,,,5676 N 95TH ST
113630155,12/29/2011,09:54 PM,4,ROBBERY,,,,,9517 W SILVER SPRING DR
113640010,12/29/2011,11:15 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,5659 N 65TH ST
113620012,12/28/2011,12:26 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,3815 W GOOD HOPE RD #7
113620016,12/28/2011,02:34 AM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,8847 N SWAN RD #J
113620017,12/28/2011,02:50 AM,4,SIMPLE ASSAULT,,,,,6313 W KAUL AV
113620020,12/28/2011,04:05 AM,4,MOTOR VEHICLE THEFT,,,,,5336 N 65TH ST
113620032,12/28/2011,08:52 AM,4,MOTOR VEHICLE THEFT,,,,,5309 N 44TH ST
113620033,12/28/2011,09:01 AM,4,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,3204 W THURSTON AV
113620043,12/28/2011,09:49 AM,4,THEFT FROM MOTOR VEHICLE,,,,,7699 W BROWN DEER RD
113620052,12/28/2011,10:46 AM,4,SIMPLE ASSAULT,,,,,7785 N POINTE ST
113620054,12/28/2011,12:28 PM,4,MOTOR VEHICLE THEFT,,,,,6151 N TEUTONIA AV
113620061,12/28/2011,12:45 PM,4,MOTOR VEHICLE THEFT,,,,,5250 N 76TH ST
113620062,12/28/2011,12:46 PM,4,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,5250 N 76TH ST
113620063,12/28/2011,12:48 PM,4,MOTOR VEHICLE THEFT,,,,,5250 N 76TH ST
113620072,12/28/2011,01:59 PM,4,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,3500 W ELM ST
