INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
093640128,12/31/2009,12:25 AM,5,BURGLARY/BREAKING AND ENTERING,,,,,3137 N PIERCE ST
093640130,12/31/2009,12:56 AM,5,BURGLARY/BREAKING AND ENTERING,,,,,3137-A N PIERCE ST
093650015,12/31/2009,02:21 AM,5,ROBBERY,BURGLARY/BREAKING AND ENTERING,,,,2756 N 21ST ST
093650033,12/31/2009,07:18 AM,5,ROBBERY,BURGLARY/BREAKING AND ENTERING,,,,2700 N MARTIN L KING JR DR
093650053,12/31/2009,11:17 AM,5,SHOPLIFTING,,,,,3901 N RICHARDS ST
093650071,12/31/2009,01:35 PM,5,MOTOR VEHICLE THEFT,,,,,3269 N 25TH ST
093650079,12/31/2009,02:44 PM,5,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,3006 N 26TH ST
093650082,12/31/2009,02:22 PM,5,ROBBERY,,,,,1710 W ATKINSON AV #101
093650083,12/31/2009,02:13 PM,5,THEFT FROM BUILDING,,,,,4505 N 29TH ST
093650084,12/31/2009,12:47 PM,5,BURGLARY/BREAKING AND ENTERING,,,,,2010 N 1ST ST
093650092,12/31/2009,03:31 PM,5,ROBBERY,,,,,2908 N 12TH ST
093650096,12/31/2009,05:42 PM,5,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3947 N 18TH ST
093650100,12/31/2009,05:26 PM,5,ALL OTHER LARCENY,,,,,2517 N RICHARDS ST
093650103,12/31/2009,05:51 PM,5,FORCIBLE FONDLING,,,,,
093650107,12/31/2009,07:00 PM,5,AGGRAVATED ASSAULT,,,,,1317 W COTTAGE PL
093650115,12/31/2009,08:24 PM,5,AGGRAVATED ASSAULT,,,,,2744 N 12TH ST
093640004,12/30/2009,12:30 AM,5,MOTOR VEHICLE THEFT,,,,,3246 N 7TH ST
093640012,12/30/2009,12:15 AM,5,ROBBERY,,,,,1513 W COLUMBIA ST
093640024,12/30/2009,03:25 AM,5,SIMPLE ASSAULT,,,,,4721 N 28TH ST
093640026,12/30/2009,03:01 AM,5,AGGRAVATED ASSAULT,,,,,2208 W LOCUST ST #2
093640028,12/30/2009,03:08 AM,5,AGGRAVATED ASSAULT,,,,,2061 W ATKINSON AV #10
093640035,12/30/2009,06:26 AM,5,MOTOR VEHICLE THEFT,,,,,726 E CLARKE ST
093640042,12/30/2009,07:44 AM,5,MOTOR VEHICLE THEFT,,,,,3852 N 20TH ST
093640045,12/30/2009,07:47 AM,5,ROBBERY,,,,,1354 N 7TH ST
093640061,12/30/2009,10:50 AM,5,BURGLARY/BREAKING AND ENTERING,,,,,4109 N 24TH PL
093640068,12/30/2009,12:48 PM,5,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2524 W LOCUST ST
093640096,12/30/2009,03:40 PM,5,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2431 N BOOTH ST
093640098,12/30/2009,02:18 PM,5,THEFT FROM BUILDING,,,,,3056 N PALMER ST #5
093640105,12/30/2009,04:02 PM,5,BURGLARY/BREAKING AND ENTERING,,,,,2247 N BOOTH ST #LWR
093640107,12/30/2009,11:55 PM,5,BURGLARY/BREAKING AND ENTERING,,,,,3870 N 5TH ST #LWR
093640109,12/30/2009,04:56 PM,5,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,3725 N 20TH ST
093640113,12/30/2009,01:32 PM,5,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2506 N MARTIN L KING JR DR #5
093640116,12/30/2009,05:08 PM,5,SIMPLE ASSAULT,,,,,3014 N 1ST ST
093640127,12/30/2009,04:09 PM,5,BURGLARY/BREAKING AND ENTERING,,,,,2928 N BUFFUM ST
093640135,12/30/2009,05:19 PM,5,THEFT FROM MOTOR VEHICLE,,,,,1100 E GARFIELD AV
093640139,12/30/2009,07:59 PM,5,MOTOR VEHICLE THEFT,,,,,3548 N 16TH ST
093640142,12/30/2009,08:25 PM,5,SIMPLE ASSAULT,,,,,2811 N 16TH ST
093640146,12/30/2009,09:05 PM,5,SIMPLE ASSAULT,,,,,1432 W LOCUST ST
093640159,12/30/2009,11:18 PM,5,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,1309 W CHAMBERS ST
093630016,12/29/2009,07:58 AM,5,AGGRAVATED ASSAULT,,,,,2564 N 2ND ST
093630017,12/29/2009,08:06 AM,5,SIMPLE ASSAULT,,,,,4271 N 27TH ST
093630031,12/29/2009,08:44 AM,5,BURGLARY/BREAKING AND ENTERING,,,,,2300 W ROOSEVELT DR
093630036,12/29/2009,10:47 AM,5,THEFT FROM MOTOR VEHICLE,,,,,2616 N HUMBOLDT BL
093630038,12/29/2009,10:57 AM,5,THEFT FROM MOTOR VEHICLE,,,,,3473 N 3RD ST
093630054,12/29/2009,12:23 PM,5,MOTOR VEHICLE THEFT,,,,,3901 N HUMBOLDT BL
093630071,12/29/2009,02:12 PM,5,THEFT FROM MOTOR VEHICLE,,,,,2424 N DOUSMAN ST
