INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
053650009,12/31/2005,12:36 AM,7,SIMPLE ASSAULT,,,,,4349 N 16TH ST #LWR
053650033,12/31/2005,06:21 AM,5,MOTOR VEHICLE THEFT,,,,,2861 N 9TH ST
053650041,12/31/2005,07:44 AM,7,MOTOR VEHICLE THEFT,,,,,2900 W ATKINSON AV
053650043,12/31/2005,09:23 AM,7,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,4030 N 29TH ST
053650047,12/31/2005,08:41 AM,5,BURGLARY/BREAKING AND ENTERING,,,,,3235 N 6TH ST
053650083,12/31/2005,12:34 PM,7,ROBBERY,,,,,2950 N 17TH ST
053650087,12/31/2005,02:19 PM,5,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,517 E BURLEIGH ST #A
053650094,12/31/2005,02:27 PM,5,ALL OTHER LARCENY,,,,,3030 N 10TH ST
053650100,12/31/2005,02:43 PM,5,MOTOR VEHICLE THEFT,,,,,3500 N HOLTON ST
053650106,12/31/2005,03:52 PM,7,MOTOR VEHICLE THEFT,,,,,3975 N 27TH ST
053650130,12/31/2005,06:25 PM,5,MOTOR VEHICLE THEFT,,,,,4155 N PORT WASHINGTON AV
053650147,12/31/2005,02:50 AM,7,FORCIBLE FONDLING,,,,,
053650148,12/31/2005,02:52 PM,7,FORCIBLE FONDLING,,,,,
053650153,12/31/2005,08:54 PM,5,ROBBERY,,,,,4191 N GREEN BAY AV
053650156,12/31/2005,09:41 PM,5,AGGRAVATED ASSAULT,,,,,3350 N 4TH ST
053650158,12/31/2005,11:12 PM,5,ROBBERY,,,,,3538 N 5TH ST
060010001,12/31/2005,11:44 PM,7,MOTOR VEHICLE THEFT,,,,,3810 N 18TH ST
053640004,12/30/2005,08:00 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,3360 N 29TH ST
