INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
073650004,12/31/2007,06:45 AM,7,ROBBERY,,,,,3114 N SHERMAN BL
073650011,12/31/2007,01:35 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,4637 N 39TH ST
073650015,12/31/2007,02:53 AM,7,MOTOR VEHICLE THEFT,,,,,5100 N 39TH ST
073650016,12/31/2007,02:30 AM,7,AGGRAVATED ASSAULT,,,,,3746 N 62ND ST
073650017,12/31/2007,02:41 AM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,4920 N SHERMAN BL
073650018,12/31/2007,01:00 AM,7,MOTOR VEHICLE THEFT,,,,,6008 W HOPE AV
073650023,12/31/2007,04:09 AM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,7451 W APPLETON AV
073650030,12/31/2007,07:12 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,4600 N 92ND ST
073650032,12/31/2007,07:56 AM,7,MOTOR VEHICLE THEFT,,,,,2725 N 49TH ST
073650035,12/31/2007,07:43 AM,7,BURGLARY/BREAKING AND ENTERING,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,4601 N 39TH ST
073650037,12/31/2007,09:43 AM,7,ALL OTHER LARCENY,,,,,2767 N 41ST ST
073650042,12/31/2007,09:38 AM,7,PURSE SNATCHING,,,,,2901 N 35TH ST
073650043,12/31/2007,08:21 AM,7,MOTOR VEHICLE THEFT,,,,,4220 N 50TH ST
073650047,12/31/2007,09:50 AM,7,SIMPLE ASSAULT,,,,,3369 N 85TH ST
073650058,12/31/2007,10:26 AM,7,MOTOR VEHICLE THEFT,,,,,5625 W NASH ST
073650068,12/31/2007,11:58 AM,7,THEFT FROM MOTOR VEHICLE,,,,,3500 N SHERMAN BL
073650070,12/31/2007,12:15 PM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,4270 N 50TH ST
073650073,12/31/2007,10:19 AM,7,AGGRAVATED ASSAULT,,,,,3107 W FAIRMOUNT AV
073650077,12/31/2007,12:43 PM,7,MOTOR VEHICLE THEFT,,,,,3908 N 62ND ST
073650088,12/31/2007,01:14 PM,7,MOTOR VEHICLE THEFT,,,,,3515 W HADLEY ST
073650111,12/31/2007,04:14 PM,7,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,4545 N 77TH ST
073650116,12/31/2007,04:04 PM,7,SIMPLE ASSAULT,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,10311 W CONGRESS ST #8
073650122,12/31/2007,03:59 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,5008 N 39TH ST
073650134,12/31/2007,06:07 PM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,4200 W BURLEIGH ST
073650141,12/31/2007,05:56 PM,7,SIMPLE ASSAULT,,,,,2714 N 34TH ST
073650144,12/31/2007,07:17 PM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,4492 N 83RD ST
073650145,12/31/2007,05:35 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,4125 N 82ND ST
073650147,12/31/2007,06:42 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,3620 N 86TH ST
073650156,12/31/2007,08:26 PM,7,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2935 N 35TH ST
073650160,12/31/2007,08:18 PM,7,MOTOR VEHICLE THEFT,,,,,3943 N 70TH ST
073650169,12/31/2007,10:31 PM,7,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,8907 W VILLARD AV
073650173,12/31/2007,10:44 PM,7,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,7300 W VIENNA CT
080010003,12/31/2007,10:43 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,4474 N 73RD ST
080010005,12/31/2007,11:36 PM,7,MOTOR VEHICLE THEFT,,,,,3882 N SHERMAN BL
080010011,12/31/2007,09:29 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,3936 N 94TH ST
080070027,12/31/2007,11:53 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,5151 N 87TH ST #20
073640008,12/30/2007,01:25 AM,7,SIMPLE ASSAULT,,,,,4323 N 60TH ST
073640013,12/30/2007,01:31 AM,7,MOTOR VEHICLE THEFT,,,,,4980 W BURLEIGH ST
073640017,12/30/2007,01:33 AM,7,AGGRAVATED ASSAULT,,,,,7862 W KATHRYN CT
073640025,12/30/2007,02:18 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,4508 N 70TH ST
073640038,12/30/2007,10:08 AM,7,ROBBERY,,,,,4519 N 71ST ST
073640043,12/30/2007,08:14 AM,7,MOTOR VEHICLE THEFT,,,,,6135 W LEON TR
073640045,12/30/2007,07:13 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,4742 N 40TH ST
073640050,12/30/2007,09:47 AM,7,MOTOR VEHICLE THEFT,,,,,3613 N 86TH ST
073640067,12/30/2007,10:15 AM,7,MOTOR VEHICLE THEFT,,,,,2816 N 58TH ST
073640078,12/30/2007,10:40 AM,7,STATUTORY RAPE,,,,,
073640088,12/30/2007,12:57 PM,7,SIMPLE ASSAULT,,,,,4526 N 37TH ST
073640092,12/30/2007,02:05 PM,7,THEFT FROM MOTOR VEHICLE,,,,,5900 W KEEFE AV
073640118,12/30/2007,04:29 PM,7,ALL OTHER LARCENY,,,,,7924 W BURLEIGH ST
073640123,12/30/2007,05:12 PM,7,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2951 N 35TH ST
073640124,12/30/2007,04:00 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,6333 W FOND DU LAC AV
073640129,12/30/2007,05:10 PM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3942 W STARK ST
073640142,12/30/2007,06:54 PM,7,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2760 N 51ST ST
073640146,12/30/2007,06:44 PM,7,MOTOR VEHICLE THEFT,,,,,3793 N 73RD ST
073640154,12/30/2007,06:24 PM,7,ROBBERY,,,,,5309 W FOND DU LAC AV
073640171,12/30/2007,10:08 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,9751 W LISBON AV
073640176,12/30/2007,10:44 PM,7,ALL OTHER LARCENY,,,,,3925 N 61ST ST
080040070,12/30/2007,01:20 PM,7,ALL OTHER LARCENY,,,,,4328 N 70TH ST
073630013,12/29/2007,12:56 AM,7,AGGRAVATED ASSAULT,,,,,4522 W BURLEIGH ST #5
073630034,12/29/2007,08:34 AM,7,ALL OTHER LARCENY,,,,,5905 W APPLETON AV
073630042,12/29/2007,07:56 AM,7,MOTOR VEHICLE THEFT,,,,,7421 W CONGRESS ST
073630044,12/29/2007,10:07 AM,7,THEFT FROM MOTOR VEHICLE,,,,,5017 W CAPITOL DR
073630045,12/29/2007,09:44 AM,7,MOTOR VEHICLE THEFT,,,,,3024 N 55TH ST
073630049,12/29/2007,10:43 AM,7,THEFT FROM MOTOR VEHICLE,,,,,4880 N 67TH ST
073630050,12/29/2007,10:52 AM,7,THEFT FROM MOTOR VEHICLE,,,,,10111 W CONGRESS ST
073630055,12/29/2007,10:59 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,5216 W CAPITOL DR
073630060,12/29/2007,10:55 AM,7,FORCIBLE FONDLING,,,,,
073630070,12/29/2007,12:09 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,5215 W TOWNSEND ST
073630080,12/29/2007,12:50 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,4442 N 75TH ST
073630084,12/29/2007,12:48 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,2967 N 90TH ST
073630090,12/29/2007,01:57 PM,7,ALL OTHER LARCENY,,,,,3600 W CAPITOL DR
073630093,12/29/2007,03:09 PM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,4459 N 83RD ST
073630096,12/29/2007,03:09 PM,7,MOTOR VEHICLE THEFT,,,,,4329 N 87TH ST
073630098,12/29/2007,04:21 PM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,6306 W LEON TR
073630102,12/29/2007,04:27 PM,7,MOTOR VEHICLE THEFT,,,,,5825 W HOPE AV
073630110,12/29/2007,05:09 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,3276 N 46TH ST
073630121,12/29/2007,06:18 PM,7,ALL OTHER LARCENY,,,,,2828 N 53RD ST
073630126,12/29/2007,07:37 PM,7,ALL OTHER LARCENY,,,,,5030 N 39TH ST
073630135,12/29/2007,08:14 PM,7,SIMPLE ASSAULT,,,,,4820 N 37TH ST
073630153,12/29/2007,10:15 PM,7,SIMPLE ASSAULT,,,,,4903 N 42ND ST
073630154,12/29/2007,10:19 PM,7,AGGRAVATED ASSAULT,,,,,4820 N 37TH ST
073640016,12/29/2007,11:59 PM,7,AGGRAVATED ASSAULT,,,,,4615 W HAMPTON AV
073620003,12/28/2007,12:06 AM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,5219 W HAMPTON AV
073620014,12/28/2007,01:48 AM,7,AGGRAVATED ASSAULT,,,,,2815 N 35TH ST
073620015,12/28/2007,01:26 AM,7,AGGRAVATED ASSAULT,,,,,3102 N 46TH ST
073620022,12/28/2007,02:48 AM,7,AGGRAVATED ASSAULT,,,,,2740 N 61ST ST
073620024,12/28/2007,04:52 AM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3938 N 79TH ST
073620039,12/28/2007,08:20 AM,7,ALL OTHER LARCENY,,,,,3812 N 98TH ST
073620040,12/28/2007,08:27 AM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,4022 N 46TH ST
073620045,12/28/2007,09:09 AM,7,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,5153 N 67TH ST
073620049,12/28/2007,09:30 AM,5,THEFT FROM MOTOR VEHICLE,,,,,2520 W HAMPTON AV
073620085,12/28/2007,11:24 AM,7,SIMPLE ASSAULT,,,,,2930 N 50TH ST
073620100,12/28/2007,01:48 PM,7,SIMPLE ASSAULT,,,,,5133 N TEUTONIA AV
073620101,12/28/2007,01:49 PM,7,MOTOR VEHICLE THEFT,,,,,5639 W HAMPTON AV
073620103,12/28/2007,01:21 PM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,ALL OTHER LARCENY,,,,5186 N 76TH ST
073620120,12/28/2007,06:00 PM,7,SIMPLE ASSAULT,,,,,2824 N 38TH ST
073620124,12/28/2007,05:10 PM,5,SIMPLE ASSAULT,,,,,4856 N 22ND ST
073620128,12/28/2007,03:22 PM,7,ROBBERY,,,,,4434 W CAPITOL DR
073620131,12/28/2007,06:54 PM,7,ALL OTHER LARCENY,,,,,7152 W APPLETON AV
073620137,12/28/2007,05:35 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,4216 N SHERMAN BL
073620140,12/28/2007,04:59 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,4762 N 73RD ST
073620144,12/28/2007,08:07 PM,7,THEFT FROM MOTOR VEHICLE,,,,,4637 N 71ST ST
073620152,12/28/2007,08:12 PM,7,MOTOR VEHICLE THEFT,,,,,7632 W KEEFE AV
073620169,12/28/2007,09:02 PM,7,ROBBERY,,,,,6707 W HAMPTON AV
073630005,12/28/2007,10:46 PM,7,AGGRAVATED ASSAULT,,,,,2725 N 33RD ST
073610009,12/27/2007,12:08 AM,7,SIMPLE ASSAULT,,,,,8117 W LANCASTER AV
073610013,12/27/2007,07:00 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,2712 N 50TH ST
073610018,12/27/2007,02:22 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,7429 W BURLEIGH ST
073610019,12/27/2007,03:01 AM,7,SIMPLE ASSAULT,,,,,4705 W BURLEIGH ST #11
073610024,12/27/2007,04:45 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,4909 N 42ND ST
073610035,12/27/2007,08:24 AM,7,MOTOR VEHICLE THEFT,,,,,3927 W HAMPTON AV
073610039,12/27/2007,08:47 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,4240 N 52ND ST
073610040,12/27/2007,07:40 AM,7,THEFT FROM MOTOR VEHICLE,,,,,4326 N 100TH ST
