INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
143650003,12/31/2014,01:26 AM,5,THEFT FROM MOTOR VEHICLE,,,,,2551 N 6TH ST
143650035,12/31/2014,09:00 AM,5,POCKET PICKING,,,,,238 E CHAMBERS ST
143650041,12/31/2014,10:02 AM,5,THEFT FROM MOTOR VEHICLE,,,,,2846 N BREMEN ST
143650042,12/31/2014,09:14 AM,5,ROBBERY,,,,,380 E CAPITOL DR
143650048,12/31/2014,09:25 AM,5,THEFT FROM MOTOR VEHICLE,,,,,4030 N 7TH ST
143650067,12/31/2014,12:48 PM,5,AGGRAVATED ASSAULT,,,,,1470 W LOCUST ST
143650090,12/31/2014,03:28 PM,5,MOTOR VEHICLE THEFT,,,,,3061 N RICHARDS ST
143650095,12/31/2014,01:43 PM,5,BURGLARY/BREAKING AND ENTERING,,,,,3305 N MARTIN L KING JR DR
143650100,12/31/2014,04:10 PM,5,AGGRAVATED ASSAULT,,,,,2908 N BUFFUM ST
143650109,12/31/2014,04:43 PM,5,ROBBERY,,,,,2002 W CAPITOL DR
143650115,12/31/2014,05:47 PM,5,SIMPLE ASSAULT,,,,,2564-B N FRATNEY ST
143650120,12/31/2014,06:17 PM,5,FORCIBLE FONDLING,,,,,
143650133,12/31/2014,07:21 PM,5,AGGRAVATED ASSAULT,,,,,1941 W FINN PL
143650144,12/31/2014,08:34 PM,5,THEFT FROM MOTOR VEHICLE,,,,,4021 N 24TH ST
143650149,12/31/2014,08:34 PM,5,BURGLARY/BREAKING AND ENTERING,,,,,2715 N 23RD ST #LWR
150010004,12/31/2014,11:44 PM,5,SIMPLE ASSAULT,,,,,4371 N TEUTONIA AV
143640015,12/30/2014,01:00 AM,5,AGGRAVATED ASSAULT,,,,,1963 W MELVINA ST
143640030,12/30/2014,08:39 AM,5,MOTOR VEHICLE THEFT,,,,,2727 W ROOSEVELT DR
143640046,12/30/2014,09:51 AM,5,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3418 N 13TH ST
143640062,12/30/2014,12:02 PM,5,MOTOR VEHICLE THEFT,,,,,2750 N FRATNEY ST
143640068,12/30/2014,12:24 PM,5,THEFT FROM BUILDING,,,,,3566 N 12TH ST
143640070,12/30/2014,12:23 PM,5,THEFT FROM BUILDING,,,,,2338-B N 6TH ST
143640071,12/30/2014,01:24 PM,5,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2700 W AUER AV
143640076,12/30/2014,02:20 PM,5,MOTOR VEHICLE THEFT,,,,,2001 W CAPITOL DR
143640106,12/30/2014,04:41 PM,5,THEFT FROM BUILDING,,,,,3736 N 5TH ST
143640116,12/30/2014,05:47 PM,5,ROBBERY,,,,,2963 N 4TH ST #LWR
143640129,12/30/2014,07:30 PM,5,ROBBERY,,,,,3350 N 22ND ST
143650007,12/30/2014,11:00 PM,5,MOTOR VEHICLE THEFT,,,,,3723 N 25TH ST
143480121,12/29/2014,12:16 AM,5,SHOPLIFTING,,,,,4155 N PORT WASHINGTON AV
143630020,12/29/2014,04:25 AM,5,SIMPLE ASSAULT,,,,,4505 N 29TH ST #302
143630031,12/29/2014,07:01 AM,5,BURGLARY/BREAKING AND ENTERING,,,,,3122 N BOOTH ST
143630042,12/29/2014,09:40 AM,5,ROBBERY,,,,,2728 N 16TH ST
143630059,12/29/2014,12:19 PM,5,MOTOR VEHICLE THEFT,,,,,3300 N 27TH ST
143630063,12/29/2014,11:04 AM,5,BURGLARY/BREAKING AND ENTERING,,,,,3649 N TEUTONIA AV
143630093,12/29/2014,03:04 PM,5,AGGRAVATED ASSAULT,,,,,3629 N 11TH ST
143630096,12/29/2014,03:33 PM,5,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,3356 N 22ND ST
143630101,12/29/2014,03:50 PM,5,THEFT FROM MOTOR VEHICLE,,,,,4055 N 12TH ST
143630141,12/29/2014,07:05 PM,5,SIMPLE ASSAULT,,,,,2920-B N 11TH ST
143630149,12/29/2014,07:31 PM,5,ROBBERY,BURGLARY/BREAKING AND ENTERING,,,,3228-A N 24TH PL
143630150,12/29/2014,07:49 PM,5,AGGRAVATED ASSAULT,,,,,3541 N 20TH ST
143630182,12/29/2014,09:52 PM,5,SIMPLE ASSAULT,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,3056 N PALMER ST #6
143610104,12/28/2014,12:42 AM,5,ROBBERY,,,,,247 E BURLEIGH ST
143620013,12/28/2014,12:19 AM,5,AGGRAVATED ASSAULT,,,,,1818 N HUBBARD ST
143620015,12/28/2014,01:21 AM,5,AGGRAVATED ASSAULT,,,,,805 W RING ST
143620019,12/28/2014,02:20 AM,5,SIMPLE ASSAULT,,,,,630 W HADLEY ST
143620035,12/28/2014,02:38 AM,5,BURGLARY/BREAKING AND ENTERING,,,,,4248 N 25TH ST
143620047,12/28/2014,09:35 AM,5,SHOPLIFTING,,,,,4155 N PORT WASHINGTON AV
143620073,12/28/2014,12:48 PM,5,ROBBERY,,,,,3321 N 10TH ST
143620074,12/28/2014,12:52 PM,5,BURGLARY/BREAKING AND ENTERING,,,,,803 W VLIET ST #602
143620105,12/28/2014,06:01 PM,5,AGGRAVATED ASSAULT,,,,,3548 N 9TH ST
