INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
083660020,12/31/2008,02:32 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,5206 N HOPKINS ST
083660024,12/31/2008,05:49 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,6924 W CARMEN AV
083660025,12/31/2008,06:56 AM,4,MOTOR VEHICLE THEFT,,,,,6505 W CUSTER AV
083660027,12/31/2008,08:13 AM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,8847 N SWAN RD
083660037,12/31/2008,08:51 AM,4,ALL OTHER LARCENY,,,,,3465 W MILL RD
083660038,12/31/2008,07:46 AM,4,ROBBERY,,,,,6410 W SILVER SPRING DR
083660039,12/31/2008,10:13 AM,4,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,7652 W LEON TR
083660049,12/31/2008,10:13 AM,4,ALL OTHER LARCENY,,,,,5668 N 62ND ST
083660050,12/31/2008,11:37 AM,4,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,5533 N 36TH ST
083660051,12/31/2008,09:57 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,8551 N SERVITE DR #218
083660073,12/31/2008,10:16 AM,4,ROBBERY,,,,,8901 W MILL RD
083660081,12/31/2008,01:27 PM,4,SHOPLIFTING,,,,,8255 W BROWN DEER RD
083660088,12/31/2008,12:55 PM,4,AGGRAVATED ASSAULT,,,,,7001 N 43RD ST
083660097,12/31/2008,01:38 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,5842 N 68TH ST
083660102,12/31/2008,02:58 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,6507 N 42ND ST #UPR
083660103,12/31/2008,04:52 PM,4,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,5260 N 37TH ST
083660104,12/31/2008,04:52 PM,4,MOTOR VEHICLE THEFT,,,,,4134 W VILLARD AV
083660114,12/31/2008,05:56 PM,4,SIMPLE ASSAULT,,,,,5469 N 60TH ST
