INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
123660002,12/31/2012,12:33 AM,3,SIMPLE ASSAULT,,,,,1050 N 47TH ST
123660006,12/31/2012,12:36 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,2848 W WELLS ST
123660014,12/31/2012,03:04 AM,3,SIMPLE ASSAULT,,,,,2330 N 40TH ST
123660019,12/31/2012,04:55 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,2510 N SHERMAN BL
123660030,12/31/2012,08:24 AM,3,SIMPLE ASSAULT,,,,,4500 W WISCONSIN AV
123660036,12/31/2012,10:21 AM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2543 N 46TH ST
123660040,12/31/2012,10:11 AM,3,THEFT FROM MOTOR VEHICLE,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,2322 W OAK ST
123660042,12/31/2012,10:56 AM,3,AGGRAVATED ASSAULT,,,,,930 N 27TH ST
123660042,12/31/2012,10:56 AM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,930 N 27TH ST
123660045,12/31/2012,11:55 AM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,1734 W WRIGHT ST
123660046,12/31/2012,11:41 AM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,5129 W NORTH AV
123660052,12/31/2012,12:40 PM,3,SIMPLE ASSAULT,,,,,4601 W NORTH AV
123660056,12/31/2012,12:41 PM,3,THEFT FROM MOTOR VEHICLE,,,,,2317 W MC KINLEY AV
123660057,12/31/2012,02:02 PM,3,THEFT FROM BUILDING,,,,,1955 N 32ND ST
123660067,12/31/2012,01:51 PM,3,THEFT FROM BUILDING,,,,,1841 W KNEELAND ST
123660100,12/31/2012,09:10 PM,3,AGGRAVATED ASSAULT,,,,,2425 W JUNEAU AV #UPR
123660106,12/31/2012,09:07 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,2550 W MONROE ST #1
123650003,12/30/2012,12:32 AM,3,THEFT FROM MOTOR VEHICLE,,,,,600 S 84TH ST
