INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
133650006,12/31/2013,01:22 AM,7,SIMPLE ASSAULT,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,4657 N 36TH ST #2
133650007,12/31/2013,12:58 AM,7,ROBBERY,,,,,4525 N 36TH ST #19
133650013,12/31/2013,03:35 AM,7,AGGRAVATED ASSAULT,,,,,2770 N 39TH ST
133650029,12/31/2013,09:43 AM,7,FORCIBLE FONDLING,AGGRAVATED ASSAULT,,,,
133650029,12/31/2013,09:43 AM,7,,AGGRAVATED ASSAULT,,,,4624 N 77TH ST
133650031,12/31/2013,09:29 AM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,4261 N 68TH ST
133650033,12/31/2013,10:33 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,8236 W HERBERT AV
133650038,12/31/2013,11:42 AM,7,MOTOR VEHICLE THEFT,,,,,8512 W POTOMAC AV
133650063,12/31/2013,01:40 PM,7,SIMPLE ASSAULT,,,,,1904 W FAIRMOUNT AV
133650064,12/31/2013,01:58 PM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,6644 W CONSTANCE AV
133650065,12/31/2013,03:59 PM,7,ROBBERY,,,,,3820 N 76TH ST #1
133650067,12/31/2013,03:42 PM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3273 N 52ND ST
133650076,12/31/2013,04:34 PM,7,ROBBERY,,,,,6730 W LISBON AV
133650080,12/31/2013,04:47 PM,7,ROBBERY,,,,,7324 W CAPITOL DR
133650088,12/31/2013,06:56 PM,7,MOTOR VEHICLE THEFT,,,,,1951 W HAMPTON AV
133650090,12/31/2013,03:32 PM,7,ALL OTHER LARCENY,,,,,4217 W ROOSEVELT DR
133650092,12/31/2013,06:45 PM,,HOMICIDE,,,,,7284 W APPLETON AV
133640020,12/30/2013,04:11 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,5162 N 56TH ST
133640022,12/30/2013,05:01 AM,7,MOTOR VEHICLE THEFT,,,,,5051 N 66TH ST
133640039,12/30/2013,09:32 AM,7,MOTOR VEHICLE THEFT,,,,,3454 N 67TH ST
133640048,12/30/2013,10:44 AM,7,THEFT FROM BUILDING,,,,,4937 N 18TH ST
133640050,12/30/2013,10:39 AM,7,ROBBERY,,,,,8050 W CAPITOL DR
133640061,12/30/2013,12:34 PM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,6960 W APPLETON AV
133640070,12/30/2013,12:11 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,5165 N 70TH ST
133640072,12/30/2013,11:08 AM,7,THEFT FROM BUILDING,,,,,4720 W BURLEIGH ST #5
133640074,12/30/2013,12:59 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,6050 W APPLETON AV
133640092,12/30/2013,04:47 PM,7,MOTOR VEHICLE THEFT,,,,,4572 N 92ND ST
133640106,12/30/2013,06:15 PM,7,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,3925 N 42ND ST
133640107,12/30/2013,05:46 PM,7,AGGRAVATED ASSAULT,,,,,3337 N 76TH ST
133640115,12/30/2013,06:44 PM,7,MOTOR VEHICLE THEFT,,,,,5000 W CHAMBERS ST
133640117,12/30/2013,05:32 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,3606 N 60TH ST
133640119,12/30/2013,07:31 PM,7,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,3635 N 54TH BL
133640126,12/30/2013,08:46 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,3734 N 60TH ST
133640131,12/30/2013,08:46 PM,7,SIMPLE ASSAULT,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,3634 N 60TH ST
133640136,12/30/2013,09:50 PM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,4055 N 68TH ST #LWR
133640138,12/30/2013,10:54 PM,7,SIMPLE ASSAULT,,,,,4721-B N HOPKINS ST
133650001,12/30/2013,11:40 PM,7,SIMPLE ASSAULT,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,4339 W VILLARD AV
133650004,12/30/2013,11:49 PM,7,ROBBERY,BURGLARY/BREAKING AND ENTERING,,,,3642 N 37TH ST
133630005,12/29/2013,12:46 AM,7,MOTOR VEHICLE THEFT,,,,,9629 W CAPITOL DR
133630011,12/29/2013,01:52 AM,7,MOTOR VEHICLE THEFT,,,,,4303 N 47TH ST
133630031,12/29/2013,07:33 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,6305 W SPENCER PL
133630032,12/29/2013,08:22 AM,7,MOTOR VEHICLE THEFT,,,,,2879 N 49TH ST
133630043,12/29/2013,09:22 AM,7,AGGRAVATED ASSAULT,,,,,3914 N 41ST ST
133630046,12/29/2013,11:04 AM,7,MOTOR VEHICLE THEFT,,,,,8627 W MELVINA ST
133630052,12/29/2013,12:12 PM,7,MOTOR VEHICLE THEFT,,,,,8125 W HOPE AV
133630079,12/29/2013,02:57 PM,7,MOTOR VEHICLE THEFT,,,,,4146 N 64TH ST
