INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
073650001,12/31/2007,12:15 AM,3,MOTOR VEHICLE THEFT,,,,,2212 W CLARKE ST
073650003,12/31/2007,12:09 AM,3,SIMPLE ASSAULT,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,2215 W CHERRY ST
073650007,12/31/2007,12:40 AM,3,ROBBERY,,,,,2600 W MICHIGAN ST
073650019,12/31/2007,07:30 AM,3,ARSON,,,,,2372 N 48TH ST
073650020,12/31/2007,02:31 AM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,524 S 76TH ST
073650029,12/31/2007,08:16 AM,1,BURGLARY/BREAKING AND ENTERING,,,,,1128 W NORTH AV
073650049,12/31/2007,09:43 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,1937 N 32ND ST
073650051,12/31/2007,09:36 AM,2,STATUTORY RAPE,,,,,
073650059,12/31/2007,11:31 AM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2531 N 37TH ST
073650062,12/31/2007,11:39 AM,3,ROBBERY,,,,,1700 W KILBOURN AV
073650072,12/31/2007,12:29 PM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2044 N 25TH ST #A
073650075,12/31/2007,11:11 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,2556 N GRANT BL
073650082,12/31/2007,01:07 PM,3,ALL OTHER LARCENY,,,,,1201 N 35TH ST
073650086,12/31/2007,12:21 PM,1,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,DISORDERLY CONDUCT,,,,1327 W GALENA ST
073650087,12/31/2007,12:11 PM,3,THEFT FROM BUILDING,,,,,535 S 84TH ST
073650093,12/31/2007,12:59 PM,1,ROBBERY,,,,,1311 W CHERRY ST
073650100,12/31/2007,03:20 PM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,617 S 60TH ST
073650117,12/31/2007,03:50 PM,3,SIMPLE ASSAULT,,,,,2915 W BROWN ST
073650120,12/31/2007,05:13 PM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,3400 W MEINECKE AV
073650127,12/31/2007,05:43 PM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,3800 W BROWN ST
073650146,12/31/2007,07:34 PM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,215 N 35TH ST
073650152,12/31/2007,06:56 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,2351 N GRANT BL
073650157,12/31/2007,06:37 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,3225 W WISCONSIN AV #408
073650164,12/31/2007,08:37 PM,1,SIMPLE ASSAULT,,,,,1909 N 14TH ST
073650177,12/31/2007,09:37 PM,3,DISORDERLY CONDUCT,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,2801 W WRIGHT ST
073640003,12/30/2007,12:04 AM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2226 W CLARKE ST
073640003,12/30/2007,12:04 AM,3,SIMPLE ASSAULT,,,,,2226 W CLARKE ST
073640009,12/30/2007,01:16 AM,1,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2425 N 9TH ST
073640020,12/30/2007,02:58 AM,1,SIMPLE ASSAULT,,,,,2550 N 10TH ST
073640026,12/30/2007,04:01 AM,3,SIMPLE ASSAULT,,,,,2415 N 36TH ST
073640034,12/30/2007,01:44 AM,3,SIMPLE ASSAULT,,,,,1620 W STATE ST
073640066,12/30/2007,11:21 AM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,432 S 65TH ST
073640080,12/30/2007,11:56 AM,3,AGGRAVATED ASSAULT,,,,,1601 W CLARKE ST
073640084,12/30/2007,01:37 PM,3,THEFT FROM MOTOR VEHICLE,,,,,5819 W PARK HILL AV
073640097,12/30/2007,02:23 PM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,3714 W GARFIELD AV
073640098,12/30/2007,01:40 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,2572 N 35TH ST
073640110,12/30/2007,02:17 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,2343 N 50TH ST #APT12
073640113,12/30/2007,04:21 PM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3209 W WISCONSIN AV
073640114,12/30/2007,02:39 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,2230 N 33RD ST
073640116,12/30/2007,03:29 PM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,5230 W LISBON AV
073640120,12/30/2007,03:31 PM,3,AGGRAVATED ASSAULT,,,,,2436 N 17TH ST
073640139,12/30/2007,05:04 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,1743 N 20TH ST
073640144,12/30/2007,07:01 PM,3,THEFT FROM MOTOR VEHICLE,,,,,500 S 84TH ST
073640160,12/30/2007,07:35 PM,3,ROBBERY,,,,,4320 W GARFIELD AV
073640181,12/30/2007,11:14 PM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,333 N 34TH ST
073630010,12/29/2007,01:21 AM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2319 N 41ST ST
073630011,12/29/2007,01:57 AM,1,MOTOR VEHICLE THEFT,,,,,2516 N 12TH ST
073630017,12/29/2007,03:56 AM,3,MOTOR VEHICLE THEFT,,,,,2174 N 35TH ST
073630027,12/29/2007,04:51 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,5706 W BLUE MOUND RD
073630028,12/29/2007,04:51 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,607 S 70TH ST
073630048,12/29/2007,09:22 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,2124 W WALNUT ST
073630053,12/29/2007,10:28 AM,3,SIMPLE ASSAULT,,,,,2159 N 28TH ST
073630054,12/29/2007,11:28 AM,3,MOTOR VEHICLE THEFT,,,,,5126 W CLARKE ST
073630082,12/29/2007,12:25 PM,3,ROBBERY,,,,,3000 W WISCONSIN AV
073630087,12/29/2007,12:57 PM,3,ROBBERY,,,,,4919 W NORTH AV
073630094,12/29/2007,01:35 PM,3,SIMPLE ASSAULT,,,,,2510 W JUNEAU AV #1
073630109,12/29/2007,03:23 PM,3,ROBBERY,,,,,2052 N 25TH ST
073630114,12/29/2007,01:06 PM,3,ALL OTHER LARCENY,,,,,857 N 13TH ST #1
073630120,12/29/2007,06:42 PM,3,THEFT FROM MOTOR VEHICLE,,,,,2207 W CENTER ST
073630122,12/29/2007,04:59 PM,3,ROBBERY,,,,,2217 N 55TH ST
073630125,12/29/2007,01:40 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,337 N 39TH ST
073630136,12/29/2007,08:50 PM,3,THEFT FROM MOTOR VEHICLE,,,,,500 S 84TH ST
073630139,12/29/2007,07:34 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,416 N 29TH ST
073630140,12/29/2007,01:53 PM,3,MOTOR VEHICLE THEFT,,,,,3000 W WELLS ST
073630147,12/29/2007,09:34 PM,3,SIMPLE ASSAULT,,,,,1719 N 33RD ST
073640010,12/29/2007,10:35 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,1827 N 47TH ST
073640019,12/29/2007,11:16 PM,3,ARSON,,,,,2126 N 32ND ST
073640032,12/29/2007,02:25 AM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2126 N 32ND ST
073640094,12/29/2007,09:00 PM,3,AGGRAVATED ASSAULT,,,,,714 N 27TH ST
080340004,12/29/2007,03:16 AM,3,SIMPLE ASSAULT,,,,,2342 W NORTH AV
073620008,12/28/2007,01:17 AM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,927 N 27TH ST
073620010,12/28/2007,12:33 AM,3,AGGRAVATED ASSAULT,,,,,1941 N 25TH ST
073620016,12/28/2007,02:00 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,3301 W MC KINLEY BL
073620017,12/28/2007,02:18 AM,3,AGGRAVATED ASSAULT,,,,,2929 W WISCONSIN AV #306
073620017,12/28/2007,02:18 AM,3,TRESPASSING,SIMPLE ASSAULT,,,,2929 W WISCONSIN AV #306
073620036,12/28/2007,07:09 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,1335 W VLIET ST
073620042,12/28/2007,08:49 AM,1,MOTOR VEHICLE THEFT,,,,,2200 N 14TH ST
073620053,12/28/2007,08:00 AM,3,MOTOR VEHICLE THEFT,,,,,5540 W LISBON AV
073620062,12/28/2007,10:26 AM,3,AGGRAVATED ASSAULT,,,,,1940 N 36TH ST
073620066,12/28/2007,08:38 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,935 N 34TH ST
073620072,12/28/2007,12:08 PM,3,THEFT FROM MOTOR VEHICLE,,,,,3018 W JUNEAU AV
073620088,12/28/2007,01:48 PM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,1220 N 32ND ST
073620089,12/28/2007,12:31 PM,3,ROBBERY,,,,,2020 N 35TH ST
073620097,12/28/2007,02:31 PM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,3500 W SARNOW ST
073620102,12/28/2007,03:41 PM,3,THEFT FROM MOTOR VEHICLE,,,,,401 S 76TH ST
073620107,12/28/2007,03:54 PM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1820 W CLARKE ST
073620111,12/28/2007,03:52 PM,3,MOTOR VEHICLE THEFT,,,,,2724 W MEINECKE AV
073620122,12/28/2007,05:11 PM,3,MOTOR VEHICLE THEFT,,,,,2818 W ST PAUL AV
073620150,12/28/2007,06:19 PM,3,ROBBERY,,,,,2230 N 53RD ST
073620151,12/28/2007,08:35 PM,3,THEFT FROM MOTOR VEHICLE,,,,,8400 W ADLER ST
073620157,12/28/2007,08:53 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,1226 N 21ST ST
073610008,12/27/2007,12:09 AM,3,MOTOR VEHICLE THEFT,,,,,2919 W MICHIGAN ST
073610014,12/27/2007,12:37 AM,1,MOTOR VEHICLE THEFT,,,,,1637 N 14TH ST
073610041,12/27/2007,07:56 AM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,5505 W LISBON AV
073610042,12/27/2007,07:59 AM,3,MOTOR VEHICLE THEFT,,,,,2670 N 40TH ST
073610045,12/27/2007,09:35 AM,3,MOTOR VEHICLE THEFT,,,,,5621 W VALLEY FORGE DR
073610056,12/27/2007,09:20 AM,3,ALL OTHER LARCENY,,,,,5220 W NORTH AV
073610066,12/27/2007,10:50 AM,3,SIMPLE ASSAULT,,,,,2628 N 19TH ST
073610070,12/27/2007,09:52 AM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,411 N 39TH ST
073610101,12/27/2007,02:26 PM,3,ALL OTHER LARCENY,,,,,1908 N 31ST ST
073610113,12/27/2007,01:04 PM,1,KIDNAPING,ROBBERY,,,,1432 W GALENA ST
073610126,12/27/2007,02:12 PM,3,MOTOR VEHICLE THEFT,,,,,3511 W LISBON AV
073610127,12/27/2007,12:40 PM,3,ALL OTHER LARCENY,,,,,5225 W VLIET ST #160
073610129,12/27/2007,01:04 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,1335 W VLIET ST
073610132,12/27/2007,05:20 PM,1,MOTOR VEHICLE THEFT,,,,,1220 W VLIET ST
073610137,12/27/2007,05:59 PM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3100 W WISCONSIN AV
073610138,12/27/2007,04:53 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,2442 N 20TH ST
073610151,12/27/2007,05:46 PM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2370 N GRANT BL
073610153,12/27/2007,06:50 PM,1,MOTOR VEHICLE THEFT,,,,,2437 N 11TH ST
073610162,12/27/2007,06:01 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,1457 N 35TH ST
073610163,12/27/2007,07:47 PM,3,ALL OTHER LARCENY,,,,,1929 W KNEELAND ST
073610167,12/27/2007,05:02 PM,3,ROBBERY,,,,,2355 N 35TH ST
073610176,12/27/2007,10:05 PM,3,ROBBERY,,,,,2220 W STATE ST
073610182,12/27/2007,06:14 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,5120 W STATE ST
073610183,12/27/2007,07:42 PM,3,PURSE SNATCHING,,,,,5230 W BLUE MOUND RD
073610187,12/27/2007,07:52 PM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3424 W WISCONSIN AV
073610193,12/27/2007,05:52 PM,3,MOTOR VEHICLE THEFT,,,,,2650 N 40TH ST
073610194,12/27/2007,09:02 PM,3,AGGRAVATED ASSAULT,,,,,1820 W CLARKE ST
073610200,12/27/2007,09:52 PM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2657 N 40TH ST #LOWER
073610202,12/27/2007,09:06 PM,3,ROBBERY,,,,,2101 W BROWN ST
073610203,12/27/2007,10:13 PM,3,AGGRAVATED ASSAULT,,,,,2672 N 41ST ST
073610208,12/27/2007,10:29 PM,3,SIMPLE ASSAULT,,,,,442 N 35TH ST
073610209,12/27/2007,10:20 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,2453 W FOND DU LAC AV
073590123,12/26/2007,12:27 AM,3,SIMPLE ASSAULT,,,,,3900 W CLARKE ST
073600004,12/26/2007,12:14 AM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2330 N 40TH ST
073600012,12/26/2007,02:01 AM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1930 W WALNUT ST
073600015,12/26/2007,12:53 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,941-A N 19TH ST
073600031,12/26/2007,07:38 AM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1428 N 49TH ST
073600033,12/26/2007,07:57 AM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3401 W WISCONSIN AV
073600036,12/26/2007,08:15 AM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,1801 N 56TH ST
073600044,12/26/2007,08:51 AM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3221 W MICHIGAN ST
073600049,12/26/2007,08:56 AM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3510 W ST PAUL AV
073600051,12/26/2007,08:43 AM,3,THEFT FROM MOTOR VEHICLE,,,,,2250 N HI MOUNT BL
073600068,12/26/2007,11:30 AM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2635 W JUNEAU AV #105
073600073,12/26/2007,10:57 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,1140 N 15TH ST
073600080,12/26/2007,12:15 PM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2575 N 39TH ST
073600082,12/26/2007,10:54 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,2635 N 24TH ST
073600095,12/26/2007,10:57 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,1142 N 15TH ST
073600096,12/26/2007,11:35 AM,3,THEFT FROM BUILDING,,,,,222 S 68TH ST
073600104,12/26/2007,11:37 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,2012 N 52ND ST
073600110,12/26/2007,02:50 PM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2002 W VINE ST
