INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
083660016,12/31/2008,01:36 AM,2,THEFT FROM MOTOR VEHICLE,,,,,2526-A S 10TH ST
083660023,12/31/2008,04:10 AM,2,SIMPLE ASSAULT,,,,,2358 S 8TH ST
083660053,12/31/2008,12:15 PM,2,ALL OTHER LARCENY,,,,,200 W NATIONAL AV
083660113,12/31/2008,05:19 PM,6,ALL OTHER LARCENY,,,,,1617 W MITCHELL ST
083660128,12/31/2008,08:19 PM,2,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,625 S 5TH ST
083660133,12/31/2008,09:25 PM,2,MOTOR VEHICLE THEFT,,,,,2126 S 5TH PL
083650016,12/30/2008,01:20 AM,2,MOTOR VEHICLE THEFT,,,,,2531 S 14TH ST
083650025,12/30/2008,06:01 AM,2,MOTOR VEHICLE THEFT,,,,,1947 S 8TH ST
083650026,12/30/2008,06:10 AM,2,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2404-A S 5TH PL
083650032,12/30/2008,08:04 AM,6,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2206 S 36TH ST
083650041,12/30/2008,08:01 AM,2,MOTOR VEHICLE THEFT,,,,,1030 S 11TH ST
083650054,12/30/2008,10:52 AM,6,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3027 W GREENFIELD AV
083650064,12/30/2008,12:32 PM,6,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2812 W FOREST HOME AV
083650067,12/30/2008,01:30 PM,2,THEFT FROM MOTOR VEHICLE,,,,,2039 S LENOX ST
083650070,12/30/2008,11:54 AM,6,MOTOR VEHICLE THEFT,,,,,2032 S 35TH ST
083650086,12/30/2008,02:08 PM,6,THEFT FROM BUILDING,,,,,1711 W PIERCE ST
083650096,12/30/2008,04:05 PM,2,ALL OTHER LARCENY,,,,,800 W ORCHARD ST
083650105,12/30/2008,04:37 PM,2,THEFT FROM MOTOR VEHICLE,,,,,2724 S 13TH ST
083650121,12/30/2008,06:07 PM,2,THEFT FROM MOTOR VEHICLE,,,,,2485 S 13TH ST
083650127,12/30/2008,05:50 PM,2,SIMPLE ASSAULT,,,,,922-A W WINDLAKE AV
083650165,12/30/2008,09:47 PM,6,POCKET PICKING,,,,,1659 S 20TH ST
