INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
143650010,12/31/2014,01:12 AM,7,SIMPLE ASSAULT,,,,,4820 W CAPITOL DR
143650018,12/31/2014,03:57 AM,7,ROBBERY,,,,,2850 N 47TH ST
143650029,12/31/2014,08:56 AM,7,MOTOR VEHICLE THEFT,,,,,4856 N 50TH ST
143650030,12/31/2014,08:26 AM,7,ROBBERY,,,,,6608 W CENTER ST
143650046,12/31/2014,10:30 AM,7,MOTOR VEHICLE THEFT,,,,,8400 W HAMPTON AV
143650059,12/31/2014,09:31 AM,7,THEFT FROM MOTOR VEHICLE,,,,,5537 W LEON TR
143650060,12/31/2014,09:38 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,7719 W BECKETT AV
143650076,12/31/2014,02:20 PM,7,MOTOR VEHICLE THEFT,,,,,3177 N 48TH ST
143650088,12/31/2014,03:03 PM,7,ROBBERY,,,,,4349 N 55TH ST
143650118,12/31/2014,06:17 PM,7,FORCIBLE FONDLING,,,,,
143650119,12/31/2014,06:17 PM,7,FORCIBLE FONDLING,,,,,
143650129,12/31/2014,07:27 PM,7,ROBBERY,,,,,3025 N 45TH ST #LWR
143650131,12/31/2014,01:04 PM,7,THEFT FROM BUILDING,,,,,7522 W GRANTOSA DR
143490015,12/30/2014,08:56 PM,7,THEFT FROM MOTOR VEHICLE,,,,,3116 N 53RD ST
143630177,12/30/2014,12:21 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,4324 N 49TH ST
143640017,12/30/2014,01:38 AM,7,AGGRAVATED ASSAULT,,,,,2107 W EGGERT PL
143640018,12/30/2014,02:47 AM,7,THEFT FROM BUILDING,,,,,4375 N 82ND ST
143640022,12/30/2014,03:42 AM,7,THEFT FROM BUILDING,,,,,7731 W APPLETON AV
143640035,12/30/2014,09:02 AM,7,SIMPLE ASSAULT,,,,,3422 N 67TH ST
143640039,12/30/2014,09:46 AM,7,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,3424 N 53RD ST
143640047,12/30/2014,10:33 AM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3057 N 36TH ST
143640050,12/30/2014,09:39 AM,7,INTIMIDATION,THEFT FROM BUILDING,,,,4522 W BURLEIGH ST #105
143640077,12/30/2014,11:54 AM,7,ALL OTHER LARCENY,,,,,3835 W FOND DU LAC AV
143640079,12/30/2014,01:14 PM,7,THEFT FROM MOTOR VEHICLE,,,,,5434 W CAPITOL DR
143640085,12/30/2014,02:15 PM,7,MOTOR VEHICLE THEFT,,,,,5004 W NASH ST
143640088,12/30/2014,01:06 PM,7,INTIMIDATION,,,,,2744 N 48TH ST
143640091,12/30/2014,03:27 PM,7,MOTOR VEHICLE THEFT,,,,,3750 N 50TH ST
143640092,12/30/2014,03:06 PM,7,MOTOR VEHICLE THEFT,,,,,4409 N 88TH ST
143640102,12/30/2014,04:38 PM,7,THEFT FROM BUILDING,,,,,4301 W FOND DU LAC AV
