INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
153650022,12/31/2015,08:17 AM,6,MOTOR VEHICLE THEFT,,,,,1400 W ZELLMAN CT
153650032,12/31/2015,10:45 AM,6,MOTOR VEHICLE THEFT,,,,,3318 S DELAWARE AV
153650044,12/31/2015,12:18 PM,6,MOTOR VEHICLE THEFT,,,,,552 E LINUS ST
153650048,12/31/2015,12:56 PM,6,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3053 S 7TH ST #LOWER
153650064,12/31/2015,03:52 PM,6,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2852 S 16TH ST
153650084,12/31/2015,06:59 PM,6,THEFT FROM MOTOR VEHICLE,,,,,3400 S 43RD ST
153650109,12/31/2015,10:53 PM,6,THEFT FROM MOTOR VEHICLE,,,,,2800 S KINNICKINNIC AV
153640009,12/30/2015,12:50 AM,6,ARSON,,,,,6224 S 23RD ST
153640010,12/30/2015,02:14 AM,6,SIMPLE ASSAULT,,,,,2426 E OKLAHOMA AV #4
153640017,12/30/2015,05:37 AM,6,MOTOR VEHICLE THEFT,,,,,4826 W LYNNDALE AV
153640026,12/30/2015,08:47 AM,6,BURGLARY/BREAKING AND ENTERING,,,,,3430 S 1ST PL
153640029,12/30/2015,09:47 AM,6,BURGLARY/BREAKING AND ENTERING,,,,,2922 S 47TH ST
153640033,12/30/2015,10:28 AM,6,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3390 S 43RD ST
153640046,12/30/2015,11:11 AM,6,BURGLARY/BREAKING AND ENTERING,,,,,1132 W OKLAHOMA AV
153640049,12/30/2015,12:30 PM,6,BURGLARY/BREAKING AND ENTERING,,,,,7721 W VERONA CT
153640050,12/30/2015,01:30 PM,6,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,4488 S 27TH ST
153640074,12/30/2015,04:14 PM,6,THEFT FROM MOTOR VEHICLE,,,,,2900 W OKLAHOMA AV
153640078,12/30/2015,04:40 PM,6,THEFT FROM BUILDING,,,,,3555 S HOWELL AV
153640082,12/30/2015,03:07 PM,6,THEFT FROM MOTOR VEHICLE,,,,,6401 S 13TH ST
153640094,12/30/2015,04:35 PM,6,AGGRAVATED ASSAULT,,,,,2803 S 9TH PL
153640099,12/30/2015,06:50 PM,6,FORCIBLE FONDLING,,,,,
153640103,12/30/2015,07:34 PM,6,BURGLARY/BREAKING AND ENTERING,,,,,1826 W MORGAN AV
153640117,12/30/2015,08:14 PM,6,BURGLARY/BREAKING AND ENTERING,,,,,1527 W MORGAN AV
153640127,12/30/2015,10:13 PM,6,THEFT FROM BUILDING,,,,,1010 W LAYTON AV
153630016,12/29/2015,05:28 AM,6,ROBBERY,BURGLARY/BREAKING AND ENTERING,,,,3136 S 13TH ST #UPR
153630025,12/29/2015,07:05 AM,6,MOTOR VEHICLE THEFT,,,,,2865 S 43RD ST
153630030,12/29/2015,09:06 AM,6,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2838 S 46TH ST
153630038,12/29/2015,11:21 AM,6,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,4571 S 23RD ST
153630042,12/29/2015,10:20 AM,6,BURGLARY/BREAKING AND ENTERING,,,,,2773 S 58TH ST
153630047,12/29/2015,10:35 AM,6,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3229 S TAYLOR AV
153630056,12/29/2015,10:35 AM,6,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3257 S TAYLOR AV
153630086,12/29/2015,02:34 PM,6,BURGLARY/BREAKING AND ENTERING,,,,,4528 W CLEVELAND AV
153630100,12/29/2015,02:46 PM,6,BURGLARY/BREAKING AND ENTERING,,,,,5014 S 13TH ST
