INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
083660006,12/31/2008,12:05 AM,5,THEFT FROM MOTOR VEHICLE,,,,,2458 W CAPITOL DR
083660011,12/31/2008,01:25 AM,5,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2410 W CAPITOL DR
083660018,12/31/2008,01:51 AM,5,ALL OTHER LARCENY,,,,,3169 N 25TH ST
083660021,12/31/2008,03:45 AM,5,MOTOR VEHICLE THEFT,,,,,3149 N BUFFUM ST
083660022,12/31/2008,04:07 AM,5,BURGLARY/BREAKING AND ENTERING,,,,,4282 N 27TH ST #2
083660030,12/31/2008,08:46 AM,5,MOTOR VEHICLE THEFT,,,,,102 W CAPITOL DR
083660045,12/31/2008,10:12 AM,5,SIMPLE ASSAULT,,,,,3860 N 26TH ST
083660054,12/31/2008,12:24 PM,5,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,718 W BURLEIGH ST
083660055,12/31/2008,11:33 AM,7,AGGRAVATED ASSAULT,,,,,2879 N 29TH ST
083660060,12/31/2008,12:52 PM,5,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,3000 N TEUTONIA AV
083660065,12/31/2008,01:18 PM,5,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,4434 N 25TH ST
083660067,12/31/2008,01:22 PM,5,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2545 N PIERCE ST
083660071,12/31/2008,01:37 PM,5,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,3026 N 26TH ST
083660072,12/31/2008,01:46 PM,5,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,4251 N GREEN BAY AV
083660087,12/31/2008,02:58 PM,7,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,3761 N 27TH ST
083660090,12/31/2008,01:45 PM,5,BURGLARY/BREAKING AND ENTERING,,,,,1560 W HOPKINS ST
083660107,12/31/2008,05:26 PM,5,MOTOR VEHICLE THEFT,,,,,4064 N 15TH ST
083660120,12/31/2008,07:09 PM,7,MOTOR VEHICLE THEFT,,,,,2976 N 29TH ST
083660138,12/31/2008,09:43 PM,5,MOTOR VEHICLE THEFT,,,,,2663 N PIERCE ST
083660143,12/31/2008,09:07 PM,5,ROBBERY,,,,,4045 N 23RD ST
083660149,12/31/2008,11:11 PM,7,MOTOR VEHICLE THEFT,,,,,3100 N 29TH ST
083660153,12/31/2008,11:46 PM,5,MOTOR VEHICLE THEFT,,,,,900 W CENTER ST
090010005,12/31/2008,07:47 PM,5,KIDNAPING,FORCIBLE RAPE,ROBBERY,,,
090010005,12/31/2008,07:47 PM,5,KIDNAPING,,ROBBERY,,,2601 W LOCUST ST
083640137,12/30/2008,12:50 AM,5,AGGRAVATED ASSAULT,,,,,2776 N 15TH ST
083640159,12/30/2008,04:12 AM,5,SIMPLE ASSAULT,,,,,3034 N 22ND ST
083650003,12/30/2008,12:26 AM,5,MOTOR VEHICLE THEFT,,,,,2955 N 14TH ST
083650014,12/30/2008,01:02 AM,5,BURGLARY/BREAKING AND ENTERING,,,,,3553 N 14TH ST
083650027,12/30/2008,06:33 AM,5,BURGLARY/BREAKING AND ENTERING,,,,,2826 N MARTIN L KING JR DR
083650056,12/30/2008,10:24 AM,5,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3225 N PIERCE ST
083650059,12/30/2008,10:03 AM,1,BURGLARY/BREAKING AND ENTERING,,,,,1830 N 1ST ST
083650091,12/30/2008,03:26 PM,5,SIMPLE ASSAULT,,,,,3877 N 26TH ST
083650097,12/30/2008,03:45 PM,1,SIMPLE ASSAULT,,,,,2211 N HOLTON ST
