INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
083660046,12/31/2008,10:21 AM,1,ALL OTHER LARCENY,,,,,125 N WATER ST
083660052,12/31/2008,11:58 AM,5,THEFT FROM MOTOR VEHICLE,,,,,2862 N BARTLETT AV
083660058,12/31/2008,10:03 AM,1,ROBBERY,,,,,1527 N MARSHALL ST #12
083660074,12/31/2008,01:57 PM,5,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2508 E BELLEVIEW PL
083660077,12/31/2008,01:13 PM,1,ALL OTHER LARCENY,,,,,275 W WISCONSIN AV
083660078,12/31/2008,02:13 PM,5,THEFT FROM MOTOR VEHICLE,,,,,2600 N STOWELL AV
083660083,12/31/2008,02:02 PM,1,THEFT FROM MOTOR VEHICLE,,,,,525 E JUNEAU AV
083660089,12/31/2008,03:07 PM,1,THEFT FROM MOTOR VEHICLE,,,,,1924 N FARWELL AV
083660134,12/31/2008,09:32 PM,5,THEFT FROM MOTOR VEHICLE,,,,,2831 N CRAMER ST
083660139,12/31/2008,09:47 PM,5,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2319 E KENWOOD BL
083640106,12/30/2008,10:19 PM,1,MOTOR VEHICLE THEFT,,,,,424 W CHERRY ST
083650015,12/30/2008,01:47 AM,5,AGGRAVATED ASSAULT,,,,,2333 N OAKLAND AV
083650031,12/30/2008,07:53 AM,2,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,133 W OREGON ST
083650075,12/30/2008,02:38 PM,1,THEFT FROM MOTOR VEHICLE,,,,,1916 N WARREN AV
083650085,12/30/2008,03:16 PM,1,THEFT FROM MOTOR VEHICLE,,,,,145 N JACKSON ST
083650092,12/30/2008,03:52 PM,1,THEFT FROM MOTOR VEHICLE,,,,,1769 N ASTOR ST
083650103,12/30/2008,03:22 PM,5,BURGLARY/BREAKING AND ENTERING,,,,,2474 N BARTLETT AV #LOWER
083650117,12/30/2008,05:57 PM,1,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,2009 N NEWHALL ST
083650119,12/30/2008,05:31 PM,5,THEFT FROM MOTOR VEHICLE,,,,,2312 N CRAMER ST
083650122,12/30/2008,06:09 PM,5,ALL OTHER LARCENY,,,,,2629 N OAKLAND AV
083650132,12/30/2008,06:35 PM,1,THEFT FROM MOTOR VEHICLE,,,,,1915 N PROSPECT AV
083650133,12/30/2008,06:36 PM,1,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1237 N VAN BUREN ST
083650136,12/30/2008,06:46 PM,1,THEFT FROM MOTOR VEHICLE,,,,,1237 N VAN BUREN ST
083650143,12/30/2008,07:10 PM,1,THEFT FROM MOTOR VEHICLE,,,,,1237 N VAN BUREN ST
083650144,12/30/2008,07:08 PM,1,THEFT FROM MOTOR VEHICLE,,,,,610 E JUNEAU AV
083640029,12/29/2008,08:33 AM,1,THEFT FROM MOTOR VEHICLE,,,,,933 N MARSHALL ST #303
083640030,12/29/2008,09:15 AM,1,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,1314 N JACKSON ST
083640032,12/29/2008,09:34 AM,1,MOTOR VEHICLE THEFT,,,,,1940 N FARWELL AV
083640037,12/29/2008,10:30 AM,1,THEFT FROM MOTOR VEHICLE,,,,,1500 N 4TH ST
