INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
103650005,12/31/2010,12:43 AM,5,AGGRAVATED ASSAULT,,,,,2336 N 1ST ST #7
103650010,12/31/2010,01:35 AM,5,SIMPLE ASSAULT,,,,,1831 W HOPKINS ST
103650015,12/31/2010,03:15 AM,5,SIMPLE ASSAULT,,,,,3431 N 4TH ST
103650016,12/31/2010,03:06 AM,5,BURGLARY/BREAKING AND ENTERING,,,,,2813 W BURLEIGH ST
103650034,12/31/2010,07:52 AM,5,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2310 N 2ND ST
103650039,12/31/2010,07:26 AM,5,MOTOR VEHICLE THEFT,,,,,2400 W NASH ST
103650051,12/31/2010,09:44 AM,5,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2969 N HOLTON ST
103650053,12/31/2010,09:39 AM,5,MOTOR VEHICLE THEFT,,,,,4140 N 15TH ST
103650054,12/31/2010,09:32 AM,5,THEFT FROM MOTOR VEHICLE,,,,,2774 N MARTIN L KING JR DR #208
103650073,12/31/2010,10:53 AM,5,ALL OTHER LARCENY,,,,,1950 W VIENNA AV
103650074,12/31/2010,11:32 AM,5,MOTOR VEHICLE THEFT,,,,,4320 N GREEN BAY AV
103650077,12/31/2010,09:49 AM,5,BURGLARY/BREAKING AND ENTERING,,,,,3177 N 29TH ST
103650080,12/31/2010,12:55 PM,5,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,3079 N 28TH ST
103650086,12/31/2010,12:13 PM,5,BURGLARY/BREAKING AND ENTERING,,,,,2831 W CAPITOL DR #4
103650096,12/31/2010,02:17 PM,5,MOTOR VEHICLE THEFT,,,,,2806 N 28TH ST
103650097,12/31/2010,02:24 PM,5,MOTOR VEHICLE THEFT,,,,,3866 N 6TH ST
103650113,12/31/2010,04:32 PM,5,ALL OTHER LARCENY,,,,,2700 W CAPITOL DR
103650120,12/31/2010,10:54 AM,5,MOTOR VEHICLE THEFT,,,,,3053 N 28TH ST
103650121,12/31/2010,05:08 PM,5,THEFT FROM MOTOR VEHICLE,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,2952 N 5TH ST
103650132,12/31/2010,07:20 PM,5,SIMPLE ASSAULT,,,,,2743 N 5TH ST
103650133,12/31/2010,05:19 PM,5,AGGRAVATED ASSAULT,,,,,3370 N 25TH ST
103650137,12/31/2010,05:46 PM,5,SIMPLE ASSAULT,,,,,2840 N 22ND ST
103650142,12/31/2010,06:07 PM,5,ROBBERY,,,,,2700 N HOLTON ST
103650146,12/31/2010,07:28 PM,5,THEFT FROM MOTOR VEHICLE,,,,,3230 N 25TH ST
