INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
133650021,12/31/2013,07:14 AM,3,AGGRAVATED ASSAULT,,,,,2936 W HIGHLAND BL
133650028,12/31/2013,09:38 AM,3,THEFT FROM BUILDING,,,,,2808 W VLIET ST
133650034,12/31/2013,10:50 AM,3,MOTOR VEHICLE THEFT,,,,,4115 W CENTER ST
133650041,12/31/2013,12:25 PM,3,MOTOR VEHICLE THEFT,,,,,1625 W WELLS ST
133650044,12/31/2013,12:01 PM,3,SIMPLE ASSAULT,,,,,2501 N 21ST ST
133650051,12/31/2013,01:26 PM,3,MOTOR VEHICLE THEFT,,,,,1401 W STATE ST
133650055,12/31/2013,01:23 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,2422 N 32ND ST
133650056,12/31/2013,01:59 PM,3,MOTOR VEHICLE THEFT,,,,,2708 W CLARKE ST
133650059,12/31/2013,02:07 PM,3,MOTOR VEHICLE THEFT,,,,,2146 N 40TH ST
133650070,12/31/2013,04:25 PM,3,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,613 S 70TH ST
133650074,12/31/2013,03:59 PM,3,MOTOR VEHICLE THEFT,,,,,3727 W WISCONSIN AV
133650083,12/31/2013,05:56 PM,3,THEFT FROM MOTOR VEHICLE,,,,,1238 N 34TH ST
133640023,12/30/2013,04:46 AM,3,AGGRAVATED ASSAULT,,,,,1942 N 38TH ST
133640029,12/30/2013,05:42 AM,3,MOTOR VEHICLE THEFT,,,,,2457 N 37TH ST
133640036,12/30/2013,08:40 AM,3,AGGRAVATED ASSAULT,,,,,2133 N 41ST ST #UPR
133640041,12/30/2013,09:03 AM,3,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,2552 N 57TH ST
133640045,12/30/2013,09:21 AM,3,AGGRAVATED ASSAULT,,,,,2436 N 39TH ST
133640053,12/30/2013,10:45 AM,3,BURGLARY/BREAKING AND ENTERING,,,,,208 N 37TH ST
133640083,12/30/2013,12:43 PM,3,BURGLARY/BREAKING AND ENTERING,,,,,4412 W LLOYD ST
